source,target,interaction,weight
carlespgt,congresoguate,mention,1
carlespgt,diariodeca,mention,1
carlespgt,fjimenezmingob,mention,1
carlespgt,fjimenezmingob,reply,1
carlespgt,guatemalagob,reply,1
carlespgt,magaguatemala,mention,1
carlespgt,maynorestradagt,mention,1
carlespgt,mingobguate,mention,1
carlespgt,nenucosm81863,mention,1
carlespgt,nenucosm81863,reply,1
carlespgt,pncdeguatemala,mention,1
carlespgt,radio_tgw,mention,1
carlespgt,usaidguate,mention,1
carlillos999,barevalodeleon,mention,1
carlillos999,rafaelcarrerra,quote,1
carlillos999,tseguatemala,mention,1
carlitos197,barevalodeleon,mention,1
carlitos197,drgiammattei,mention,1
carlitos197,marcoanmo72,mention,1
carlitos197,marcoanmo72,reply,1
carlitos197,mpguatemala,mention,1
carlitos197,santipalomov,mention,1
carlitos197,ubaldomacu,mention,1
carlitosamiel,barevalodeleon,mention,1
carlitosamiel,barevalodeleon,reply,1
carlos20trece,__vadertg,mention,1
carlos20trece,__vadertg,reply,1
carlos20trece,barevalodeleon,mention,1
carlos20trece,congresoguate,mention,1
carlos20trece,usaidguate,mention,1
carlos694621,barevalodeleon,mention,1
carlos694621,mpguatemala,mention,1
carlos694621,santipalomov,mention,1
carlos694621,ubaldomacu,mention,1
carlos694621,ubaldomacu,reply,1
carlosalbesc,barevalodeleon,mention,1
carlosalbesc,ivanduque,mention,1
carlosalbesc,ivanduque,reply,1
carlosandrino75,barevalodeleon,mention,1
carlosandrino75,olsenpsico,mention,1
carlosandrino75,olsenpsico,reply,1
carlosc0852561,barevalodeleon,mention,1
carlosc0852561,gersongudielcas,mention,1
carlosc0852561,gersongudielcas,reply,1
carlosc83777123,barevalodeleon,mention,1
carlosc83777123,barevalodeleon,reply,1
carloschi87,barevalodeleon,mention,1
carloschi87,guatemalagob,mention,1
carloschi87,guatemalagob,reply,1
carloschi87,magaguatemala,mention,1
carloschi87,maynorestradagt,mention,1
carlosdahinten,alegutierrezv,mention,1
carlosdahinten,barevalodeleon,mention,1
carlosdahinten,esperan56991069,mention,1
carlosdahinten,esperan56991069,reply,1
carlosdahinten,j_alexvaldez,mention,1
carlosdahinten,jodyreporta,mention,1
carlosdahinten,karinherreravp,mention,1
carlosdahinten,kimyorion,mention,1
carlosdahinten,ojguatemala,mention,1
carlosdahinten,orellanafredy1,mention,1
carlosdahinten,pgnguatemala,mention,1
carlosdahinten,quiquegodoy,mention,1
carlosdahinten,ramonzamora89,mention,1
carlosdahinten,statedept,mention,1
carlosg55665451,barevalodeleon,mention,1
carlosg55665451,isapaiz_,mention,1
carlosg55665451,isapaiz_,reply,1
carlosg55665451,karinherreravp,mention,1
carlosgirard1,__vadertg,mention,1
carlosgirard1,__vadertg,reply,1
carlosgirard1,congresoguate,mention,1
carlosgirard1,royalvaradogt,mention,1
carlosgirard1,royalvaradogt,reply,1
carlosgirard1,usaidguate,mention,1
carlosj42770497,claritadeleon,mention,1
carlosj42770497,claritadeleon,reply,1
carlosj42770497,olsenpsico,mention,1
carlosj42770497,olsenpsico,reply,1
carloskmel76,chatagira,mention,1
carloskmel76,cncguatemala,mention,1
carloskmel76,guatemalagob,mention,1
carloskmel76,olsenpsico,mention,1
carloskmel76,olsenpsico,reply,1
carloskmel76,patrici07680625,mention,1
carloskmel76,patrici07680625,reply,1
carloskmel76,uclcgt,mention,1
carloskmel76,vicentecarrera_,mention,1
carloslazarob,barevalodeleon,mention,1
carloslazarob,elquenews,mention,1
carloslazarob,elquenews,reply,1
carloslazarob,fjimenezmingob,mention,1
carlosleonels11,_spguatemala,mention,1
carlosleonels11,agn_noticias,mention,1
carlosleonels11,barevalodeleon,mention,1
carlosleonels11,diariodeca,mention,1
carlosleonels11,dtransitopnc,mention,1
carlosleonels11,fjimenezmingob,reply,1
carlosleonels11,guatemalagob,mention,1
carlosleonels11,mingobguate,mention,1
carlosleonels11,pncdeguatemala,mention,1
carlosleonels11,radio_tgw,mention,1
carlosm36924914,barevalodeleon,mention,1
carlosm36924914,isapaiz_,mention,1
carlosm36924914,isapaiz_,reply,1
carlosm36924914,karinherreravp,mention,1
carlosm_silva,barevalodeleon,mention,1
carlosm_silva,pedgar05,mention,1
carlosm_silva,pedgar05,reply,1
carlosmcd100,barevalodeleon,reply,1
carlosmcd100,lgodoy01,mention,1
carlosmcd100,lgodoy01,reply,1
carlosmcd100,ligiaihernandez,mention,1
carlosmcd100,prensacomunitar,mention,1
carloso75480433,barevalodeleon,mention,1
carloso75480433,benitoc67601310,mention,1
carloso75480433,benitoc67601310,reply,1
carloso75480433,felixsinexcusas,mention,1
carloso75480433,guatemalagob,mention,1
carloso75480433,rafaelae1967,mention,1
carloso81266979,barevalodeleon,mention,1
carloso81266979,ivanduque,mention,1
carloso81266979,rincon001a,mention,1
carloso81266979,rincon001a,reply,1
carlosoliva_,__vadertg,mention,1
carlosoliva_,__vadertg,reply,1
carlosoliva_,barevalodeleon,mention,1
carlosoliva_,congresoguate,mention,1
carlosoliva_,usaidguate,mention,1
carlospepio,barevalodeleon,mention,1
carlospepio,guatemalagob,mention,1
carlospepio,guatemalagob,reply,1
carlospepio,magaguatemala,mention,1
carlospepio,maynorestradagt,mention,1
carlospere29908,mpguatemala,mention,1
carlospere29908,op_ocultomejor,mention,1
carlospere29908,op_ocultomejor,reply,1
carlospere29908,prensacomunitar,mention,1
carlospere29908,santipalomov,mention,1
carlospere29908,ubaldomacu,mention,1
carlospere29908,ubaldomacu,reply,1
carlospinto3172,agn_noticias,mention,1
carlospinto3172,barevalodeleon,mention,1
carlospinto3172,yulimunozgt,mention,1
carlospinto3172,yulimunozgt,reply,1
carlostoledogt,barevalodeleon,mention,1
carlostoledogt,mpguatemala,mention,1
carlostoledogt,ubaldomacu,mention,1
carlostoledogt,ubaldomacu,reply,1
carlosventurapl,barevalodeleon,mention,1
carlosventurapl,fjimenezmingob,mention,1
carlosventurapl,guatemalagob,mention,1
carlosxiloj6,barevalodeleon,mention,1
carlosxiloj6,barevalodeleon,reply,1
carmarlux,avillagran502,mention,1
carmarlux,bancadasemilla,mention,1
carmarlux,barevalodeleon,mention,1
carmarlux,elquenews,mention,1
carmarlux,elquenews,reply,1
carmena22235780,barevalodeleon,mention,1
carmena22235780,diariodeca,mention,1
carmena22235780,fjimenezmingob,mention,1
carmena22235780,fjimenezmingob,reply,1
carmencantl,barevalodeleon,mention,1
carmencantl,factor4_gt,mention,1
carmencantl,factor4_gt,reply,1
carmenm32181341,barevalodeleon,mention,1
carmenm32181341,nenucosm81863,mention,1
carmenm32181341,nenucosm81863,reply,1
carmenm32181341,soyfdelrincon,mention,1
carmenm32181341,statedept,mention,1
carmenm32181341,ueguatemala,mention,1
carmenm32181341,volker_turk,mention,1
carmenm32181341,whaasstsecty,mention,1
carmenmariagt89,barevalodeleon,mention,1
carmenmariagt89,mendiamariela,mention,1
carmenmariagt89,mendiamariela,reply,1
carolhernandezb,barevalodeleon,mention,1
carolhernandezb,guatemalagob,mention,1
carolhernandezb,guatemalagob,reply,1
carolyfofo,barevalodeleon,reply,1
carolyfofo,pedgar05,mention,1
carolyfofo,pedgar05,reply,1
carusso100,barevalodeleon,mention,1
carusso100,mpguatemala,mention,1
carusso100,santipalomov,mention,1
carusso100,ubaldomacu,mention,1
carusso100,ubaldomacu,reply,1
casia_daniel,_spguatemala,mention,1
casia_daniel,agn_noticias,mention,1
casia_daniel,diariodeca,mention,1
casia_daniel,drewzecena,mention,1
casia_daniel,drewzecena,reply,1
casia_daniel,fjimenezmingob,mention,1
casia_daniel,fjimenezmingob,reply,1
casia_daniel,guatemalagob,mention,1
casia_daniel,pncdeguatemala,mention,1
casia_daniel,radio_tgw,mention,1
cassiani_j47990,barevalodeleon,mention,1
cassiani_j47990,ivanduque,mention,1
cassiani_j47990,ivanduque,reply,1
castagui,barevalodeleon,mention,1
castagui,barevalodeleon,reply,1
castcastpablo,barevalodeleon,mention,1
castcn,barevalodeleon,mention,1
castcn,barevalodeleon,reply,1
castelagro,barevalodeleon,mention,1
castelagro,barevalodeleon,reply,1
castillo_e14966,barevalodeleon,mention,1
castillo_e14966,elquenews,mention,1
castillo_e14966,elquenews,reply,1
castillo_tonito,mpguatemala,mention,1
castillo_tonito,olsenpsico,mention,1
castillo_tonito,olsenpsico,reply,1
castillo_tonito,santipalomov,mention,1
castillo_tonito,ubaldomacu,mention,1
castillo_tonito,ubaldomacu,reply,1
catalanfig,_spguatemala,mention,1
catalanfig,agn_noticias,mention,1
catalanfig,barevalodeleon,mention,1
catalanfig,diariodeca,mention,1
catalanfig,dtransitopnc,mention,1
catalanfig,fjimenezmingob,mention,1
catalanfig,fjimenezmingob,reply,1
catalanfig,guatemalagob,mention,1
catalanfig,mingobguate,mention,1
catalanfig,pncdeguatemala,mention,1
catalanfig,radio_tgw,mention,1
catdog1923,__vadertg,mention,1
catdog1923,congresoguate,mention,1
catdog1923,guate_opina,mention,1
catdog1923,guate_opina,reply,1
catdog1923,leivaslsergio,mention,1
catdog1923,leivaslsergio,reply,1
catdog1923,usaidguate,mention,1
causalbo,barevalodeleon,mention,1
causalbo,barevalodeleon,reply,1
cazador16876354,_spguatemala,mention,1
cazador16876354,agn_noticias,mention,1
cazador16876354,barevalodeleon,mention,1
cazador16876354,diariodeca,mention,1
cazador16876354,fjimenezmingob,mention,1
cazador16876354,fjimenezmingob,reply,1
cazador16876354,guatemalagob,mention,1
cazador16876354,pncdeguatemala,mention,1
cazador16876354,radio_tgw,mention,1
cbadl5859913,barevalodeleon,mention,1
cbadl5859913,barevalodeleon,reply,1
cbadl5859913,diariodeca,mention,1
cbarreno24,c_smaldonado,mention,1
cbarreno24,c_smaldonado,reply,1
cbarreno24,cmendeza,mention,1
cbarreno24,el_pais,mention,1
cbarreno24,jczamora,mention,1
cbarreno24,jczamora,reply,1
cbarreno24,jlfont001,mention,1
cbarreno24,lahoragt,mention,1
cbarreno24,marielosmonzon,mention,1
cbarreno24,mmendoza_gt,mention,1
cbarreno24,nonoscallarangt,mention,1
cbarreno24,ojguatemala,mention,1
cbarreno24,plazapublicagt,mention,1
cbarreno24,prensacomunitar,mention,1
cc2024w_carlos,barevalodeleon,mention,1
cc2024w_carlos,drgiammattei,mention,1
cc2024w_carlos,jimmymoralesgt,mention,1
cc2024w_carlos,ottoperezmolina,mention,1
cc2024w_carlos,uclcgt,mention,1
cc2024w_carlos,vicentecarrera_,mention,1
cc2024w_carlos,vicentecarrera_,reply,1
ccaotoro,adolfof92932835,mention,1
ccaotoro,adolfof92932835,reply,1
ccaotoro,barevalodeleon,mention,1
ccaotoro,cedeguate,mention,1
ccaotoro,guatemalagob,mention,1
ccaotoro,sandratorresgua,mention,1
ccaotoro,usaid,mention,1
ccaotoro,usembassyguate,mention,1
cdeleonandrade,drgiammattei,mention,1
cdeleonandrade,jimmymoralesgt,mention,1
cdeleonandrade,olsenpsico,mention,1
cdeleonandrade,olsenpsico,reply,1
cdeleonandrade,ottoperezmolina,mention,1
cdeleonandrade,uclcgt,mention,1
cdeleonandrade,vicentecarrera_,mention,1
cdeleonandrade,vicentecarrera_,reply,1
ceccgalve95xmy,barevalodeleon,mention,1
ceccgalve95xmy,guatemalagob,mention,1
ceccgalve95xmy,mariamartaumaa1,mention,1
ceccgalve95xmy,mariamartaumaa1,reply,1
ceccgalve95xmy,ubaldomacu,mention,1
cedeguate,barevalodeleon,mention,1
cedeguate,caoilfhionnanna,mention,1
cedeguate,cidh,mention,1
cedeguate,jczamora,mention,1
cedeguate,pressfreedom,mention,1
cedeguate,pvacav,mention,1
cedeguate,rele_cidh,mention,1
cedeguate,rsf_inter,mention,1
cedeguate,un_spexperts,mention,1
cedeguate,unhumanrights,mention,1
cedeguate,volker_turk,mention,1
cedr2506,carlitosamiel,mention,1
cedr2506,carlitosamiel,reply,1
cedr2506,olsenpsico,reply,1
cefigt,avillagran502,mention,1
cefigt,bancadasemilla,mention,1
cefigt,barevalodeleon,mention,1
cefigt,elquenews,mention,1
cefigt,elquenews,reply,1
celica502x,_spguatemala,mention,1
celica502x,agn_noticias,mention,1
celica502x,barevalodeleon,mention,1
celica502x,diariodeca,mention,1
celica502x,dtransitopnc,mention,1
celica502x,fjimenezmingob,mention,1
celica502x,fjimenezmingob,reply,1
celica502x,guatemalagob,mention,1
celica502x,mingobguate,mention,1
celica502x,pncdeguatemala,mention,1
celica502x,radio_tgw,mention,1
celineyujo1,barevalodeleon,mention,1
celineyujo1,cmendeza,mention,1
celineyujo1,jczamora,mention,1
celineyujo1,jczamora,reply,1
celineyujo1,jlfont001,mention,1
celineyujo1,lahoragt,mention,1
celineyujo1,marielosmonzon,mention,1
celineyujo1,mmendoza_gt,mention,1
celineyujo1,ojguatemala,mention,1
celineyujo1,pacogoldman,mention,1
celineyujo1,plazapublicagt,mention,1
celineyujo1,prensacomunitar,mention,1
celmiragarcia90,barevalodeleon,mention,1
celmiragarcia90,guatemalagob,mention,1
celmiragarcia90,guatemalagob,reply,1
celsanti23,alejand09098718,mention,1
celsanti23,alejand09098718,reply,1
centranewsgt,guatemalagob,quote,1
centranewsgt,santipalomov,mention,1
centranewsgt,scspgt,mention,1
centrosdeport,barevalodeleon,mention,1
centrosdeport,barevalodeleon,reply,1
cerberusedgar,barevalodeleon,mention,1
cerberusedgar,ivanduque,mention,1
cerberusedgar,ivanduque,reply,1
ces_j_,barevalodeleon,mention,1
ces_j_,felixsinexcusas,mention,1
ces_j_,guatemalagob,mention,1
ces_j_,rafaelae1967,mention,1
ces_j_,rafaelae1967,reply,1
cesa71183,_spguatemala,mention,1
cesa71183,agn_noticias,mention,1
cesa71183,angeldaemonn,mention,1
cesa71183,angeldaemonn,reply,1
cesa71183,caoilfhionnanna,mention,1
cesa71183,cidh,mention,1
cesa71183,diariodeca,mention,1
cesa71183,elimarios_,mention,1
cesa71183,fjimenezmingob,mention,1
cesa71183,fjimenezmingob,reply,1
cesa71183,jczamora,mention,1
cesa71183,jczamora,reply,1
cesa71183,magaguatemala,mention,1
cesa71183,maynorestradagt,mention,1
cesa71183,mendiamariela,mention,1
cesa71183,mendiamariela,reply,1
cesa71183,mpguatemala,mention,1
cesa71183,olsenpsico,mention,1
cesa71183,olsenpsico,reply,1
cesa71183,pncdeguatemala,mention,1
cesa71183,pressfreedom,mention,1
cesa71183,pvacav,mention,1
cesa71183,radio_tgw,mention,1
cesa71183,rele_cidh,mention,1
cesa71183,rsf_inter,mention,1
cesa71183,ubaldomacu,mention,1
cesa71183,ubaldomacu,reply,1
cesa71183,un_spexperts,mention,1
cesa71183,unhumanrights,mention,1
cesa71183,volker_turk,mention,1
cesa71183,vozdeltuit,mention,1
cesa71183,vozdeltuit,reply,1
cesar012015,avillagran502,mention,1
cesar012015,avillagran502,reply,1
cesar012015,cmendeza,mention,1
cesar012015,jczamora,mention,1
cesar012015,jczamora,reply,1
cesar012015,jlfont001,mention,1
cesar012015,lahoragt,mention,1
cesar012015,marielosmonzon,mention,1
cesar012015,mmendoza_gt,mention,1
cesar012015,ojguatemala,mention,1
cesar012015,pacogoldman,mention,1
cesar012015,plazapublicagt,mention,1
cesar012015,prensacomunitar,mention,1
cesaramarroquin,de_don61347,mention,1
cesaramarroquin,de_don61347,reply,1
cesaramarroquin,drewzecena,mention,1
cesaramarroquin,drewzecena,reply,1
cesaramarroquin,enriquegw8,mention,1
cesaramarroquin,enriquegw8,reply,1
cesaramarroquin,soyleyenda_1_,mention,1
cesaramarroquin,soyleyenda_1_,reply,1
cesarcobaquil,barevalodeleon,mention,1
cesarcobaquil,elquenews,mention,1
cesarcobaquil,elquenews,reply,1
cesarcobaquil,fjimenezmingob,mention,1
cesargallego13,barevalodeleon,mention,1
cesargallego13,ivanduque,mention,1
cesargallego13,ivanduque,reply,1
cesarm01j,barevalodeleon,mention,1
cesarm01j,elakademicista,mention,1
cesarm01j,elakademicista,reply,1
cesarm01j,guatemalagob,mention,1
cesarm01j,quorumgt,mention,1
cesarm01j,santipalomov,mention,1
cesartajin10,_spguatemala,mention,1
cesartajin10,agn_noticias,mention,1
cesartajin10,barevalodeleon,mention,1
cesartajin10,diariodeca,mention,1
cesartajin10,dtransitopnc,mention,1
cesartajin10,fjimenezmingob,mention,1
cesartajin10,fjimenezmingob,reply,1
cesartajin10,guatemalagob,mention,1
cesartajin10,mingobguate,mention,1
cesartajin10,pncdeguatemala,mention,1
cesartajin10,radio_tgw,mention,1
cesi_soc,barevalodeleon,mention,1
cesi_soc,barevalodeleon,reply,1
ceslandias,meme_punisher,mention,1
ceslandias,meme_punisher,reply,1
ceslandias,mpguatemala,mention,1
ceslandias,pfacticos,mention,1
ceslandias,pfacticos,reply,1
ceslandias,rafaelcarrerra,mention,1
ceslandias,rafaelcarrerra,reply,1
ceslandias,rcurruchic25741,mention,1
ceslandias,yoda_baganas,reply,1
cestam08,barevalodeleon,mention,1
cestam08,barevalodeleon,reply,1
cf422814711341,barevalodeleon,mention,1
cf422814711341,geme40241783,mention,1
cf422814711341,geme40241783,reply,1
cguate2020,__vadertg,mention,1
cguate2020,__vadertg,reply,1
cguate2020,congresoguate,mention,1
cguate2020,guatemalagob,mention,1
cguate2020,guatemalagob,reply,1
cguate2020,magaguatemala,mention,1
cguate2020,maynorestradagt,mention,1
cguate2020,mingobguate,mention,1
cguate2020,nenucosm81863,mention,1
cguate2020,nenucosm81863,reply,1
cguate2020,usaidguate,mention,1
chaconraulitoau,guatemalagob,reply,1
chaconraulitoau,mariamartaumaa1,mention,1
chaconraulitoau,mariamartaumaa1,reply,1
chaconraulitoau,ubaldomacu,mention,1
chairohater502,bancadasemilla,mention,1
chairohater502,davidishosi,mention,1
chairohater502,elenamotta_,mention,1
chairohater502,lahoragt,mention,1
champurradaacf,_spguatemala,mention,1
champurradaacf,diariodeca,mention,1
champurradaacf,dtransitopnc,mention,1
champurradaacf,fjimenezmingob,mention,1
champurradaacf,fjimenezmingob,reply,1
champurradaacf,guatemalagob,mention,1
champurradaacf,mingobguate,mention,1
champurradaacf,pncdeguatemala,mention,1
champurradaacf,rrobertovillate,mention,1
champurradaacf,rrobertovillate,reply,1
chancholoono17,barevalodeleon,mention,1
chancholoono17,fjimenezmingob,mention,1
chancholoono17,pncdeguatemala,mention,1
chancholoono17,tvgtnoticias,quote,1
chapina_en,barevalodeleon,mention,1
chapina_en,gersongudielcas,mention,1
chapina_en,gersongudielcas,reply,1
chapinamerican0,javieresto,mention,1
chapinamerican0,javieresto,quote,1
chapinamerican0,javieresto,reply,1
chapinamerican0,jimmymoralesgt,mention,1
chapinamerican0,kamalaharris,reply,1
chapinamerican0,olsenpsico,mention,1
chapinamerican0,olsenpsico,reply,1
chapinasve47279,barevalodeleon,mention,1
chapinasve47279,fjimenezmingob,mention,1
chapinasve47279,guatemalagob,mention,1
chapinasve47279,mingobguate,mention,1
chapinasve47279,sandra_jovelp,mention,1
chapinasve47279,uclcgt,mention,1
chapinasve47279,vicentecarrera_,mention,1
chapinasve47279,vicentecarrera_,reply,1
chapindecorazo2,barevalodeleon,mention,1
chapindecorazo2,mpguatemala,mention,1
chapindecorazo2,santipalomov,mention,1
chapindecorazo2,ubaldomacu,mention,1
chapindecorazo2,ubaldomacu,reply,1
chapindecorazon,barevalodeleon,mention,1
chapindecorazon,dhsgov,mention,1
chapindecorazon,drgiammattei,mention,1
chapindecorazon,fbi,mention,1
chapindecorazon,irs_ci,mention,1
chapindecorazon,lamichiedl,mention,1
chapindecorazon,lamichiedl,reply,1
chapindecorazon,southcom,mention,1
chapindecorazon,ustreasury,mention,1
chapinito90,barevalodeleon,mention,1
chapinito90,muniguate,mention,1
chapinito90,ojalanohubieras,mention,1
chapinito90,ojalanohubieras,reply,1
chapinito90,rquinonezl,mention,1
charlesmc_gt,__vadertg,mention,1
charlesmc_gt,__vadertg,reply,1
charlesmc_gt,barevalodeleon,mention,1
charlesmc_gt,congresoguate,mention,1
charlesmc_gt,mpguatemala,mention,1
charlesmc_gt,satguatemala,mention,1
charlesmc_gt,usaidguate,mention,1
charliefb6,__vadertg,mention,1
charliefb6,barevalodeleon,mention,1
charliefb6,congresoguate,mention,1
charliefb6,oco_motora,mention,1
charliefb6,oco_motora,reply,1
charliefb6,usaidguate,mention,1
charlyvazz,barevalodeleon,mention,1
charlyvazz,ivanduque,mention,1
charlyvazz,ivanduque,reply,1
chavelo773,barevalodeleon,mention,1
chavelo773,ivanduque,mention,1
chavelo773,ivanduque,reply,1
chavez_citalan,barevalodeleon,mention,1
chavez_citalan,gersongudielcas,mention,1
chavez_citalan,gersongudielcas,reply,1
checastillo38,barevalodeleon,mention,1
checastillo38,diaco_gt,mention,1
checastillo38,emisorasunidas,mention,1
checastillo38,guatemalagob,mention,1
checastillo38,jlfont001,mention,1
checastillo38,joshemigt,mention,1
checastillo38,lahoragt,mention,1
checastillo38,lared1061,mention,1
checastillo38,marvgcaceres,mention,1
checastillo38,marvgcaceres,reply,1
checastillo38,publinewsgt,mention,1
checastillo38,samuel_pz,mention,1
checastillo38,satgt,mention,1
checastillo38,soy_502,mention,1
checastillo38,viniciogutierr3,mention,1
chechaesc,avillagran502,mention,1
chechaesc,bancadasemilla,mention,1
chechaesc,barevalodeleon,mention,1
chechaesc,elquenews,mention,1
chechaesc,elquenews,reply,1
chechapaiz,avillagran502,mention,1
chechapaiz,bancadasemilla,mention,1
chechapaiz,barevalodeleon,mention,1
chechapaiz,elquenews,mention,1
chechapaiz,elquenews,reply,1
chejo3941,barevalodeleon,mention,1
chejo3941,barevalodeleon,reply,1
chejo891120,__vadertg,mention,1
chejo891120,__vadertg,reply,1
chejo891120,barevalodeleon,mention,1
chejo891120,congresoguate,mention,1
chejo891120,usaidguate,mention,1
chejog3,__vadertg,mention,1
chejog3,barevalodeleon,mention,1
chejog3,congresoguate,mention,1
chejog3,oco_motora,mention,1
chejog3,oco_motora,reply,1
chejog3,usaidguate,mention,1
chepechapin58,caoilfhionnanna,mention,1
chepechapin58,cidh,mention,1
chepechapin58,guatemalagob,reply,1
chepechapin58,jczamora,mention,1
chepechapin58,jczamora,reply,1
chepechapin58,maynorestradagt,mention,1
chepechapin58,maynorestradagt,reply,1
chepechapin58,pressfreedom,mention,1
chepechapin58,pvacav,mention,1
chepechapin58,rele_cidh,mention,1
chepechapin58,rsf_inter,mention,1
chepechapin58,ubaldomacu,mention,1
chepechapin58,ubaldomacu,reply,1
chepechapin58,un_spexperts,mention,1
chepechapin58,unhumanrights,mention,1
chepechapin58,volker_turk,mention,1
chepenochinga,barevalodeleon,mention,1
chepenochinga,drewzecena,mention,1
chepenochinga,drewzecena,reply,1
chepequetzal,barevalodeleon,mention,1
chepequetzal,barevalodeleon,reply,1
chepiomonroy,__vadertg,mention,1
chepiomonroy,__vadertg,reply,1
chepiomonroy,barevalodeleon,mention,1
chepiomonroy,congresoguate,mention,1
chepiomonroy,usaidguate,mention,1
chesaregram,barevalodeleon,mention,1
chesaregram,barevalodeleon,reply,1
chester0204,amilcarmontejo,mention,1
chester0204,barevalodeleon,mention,1
chester0204,fjimenezmingob,mention,1
chester0204,mpguatemala,mention,1
chicasramirezr,__vadertg,mention,1
chicasramirezr,__vadertg,reply,1
chicasramirezr,congresoguate,mention,1
chicasramirezr,fjimenezmingob,mention,1
chicasramirezr,manuelhern30456,mention,1
chicasramirezr,manuelhern30456,reply,1
chicasramirezr,mingobguate,mention,1
chicasramirezr,olsenpsico,mention,1
chicasramirezr,olsenpsico,reply,1
chicasramirezr,usaidguate,mention,1
chichiflixer,__vadertg,reply,1
chichiflixer,maximogeronimo6,mention,1
chichiflixer,maximogeronimo6,reply,1
chichiflixer,usaidguate,mention,1
chilerazo,barevalodeleon,reply,1
chilerazo,guatemalagob,mention,1
chilerazo,ubaldomacu,mention,1
chilerazo,ubaldomacu,reply,1
chiltepe4,barevalodeleon,mention,1
chiltepe4,c_smaldonado,mention,1
chiltepe4,c_smaldonado,reply,1
chiltepe4,el_pais,mention,1
chiltepegt,ashley_monzon,mention,1
chiltepegt,garciadanilo63,mention,1
chiltepegt,garciadanilo63,reply,1
chiltepegt,roceguill_rg15,mention,1
chiltepegt,roceguill_rg15,reply,1
chiltepegt,ubaldomacu,reply,1
chiltepegt,yoguatex,mention,1
chiltepegt,yoguatex,reply,1
chinchinpopokom,drgiammattei,mention,1
chinchinpopokom,jimmymoralesgt,mention,1
chinchinpopokom,olsenpsico,mention,1
chinchinpopokom,olsenpsico,reply,1
chinchinpopokom,ottoperezmolina,mention,1
chinchinpopokom,uclcgt,mention,1
chinchinpopokom,vicentecarrera_,mention,1
chinchinpopokom,vicentecarrera_,reply,1
chinovelasquez,barevalodeleon,mention,1
chinovelasquez,barevalodeleon,reply,1
chiqui5256,barevalodeleon,mention,1
chiqui5256,factor4_gt,mention,1
chiqui5256,factor4_gt,reply,1
chiroyelil37424,barevalodeleon,mention,1
chiroyelil37424,pedgar05,reply,1
chlmnews,barevalodeleon,mention,1
chlmnews,barevalodeleon,reply,1
chocolateecurls,chairohater502,quote,1
chocolateecurls,karinherreravp,mention,1
chocolateecurls,mingobguate,mention,1
chocolateecurls,mingobguate,reply,1
chocolateecurls,rrobertovillate,quote,1
chocolateecurls,steadhamstevie,mention,1
chocolateecurls,steadhamstevie,reply,1
chocolateecurls,ubaldomacu,reply,1
chocolateecurls,wachicoler14688,quote,1
chofito63569841,barevalodeleon,mention,1
chofito63569841,guatemalagob,mention,1
chofito63569841,marielp82893334,mention,1
chofito63569841,marielp82893334,reply,1
chofogts,jordanrodas,mention,1
chofogts,jordanrodas,reply,1
chofogts,lectergt_,mention,1
chofogts,lectergt_,reply,1
chomboome,alfonso54014645,mention,1
chomboome,alfonso54014645,reply,1
chomboome,elemasurf,mention,1
chomboome,elemasurf,reply,1
chomoelias2,barevalodeleon,mention,1
chomoelias2,factor4_gt,mention,1
chomoelias2,factor4_gt,reply,1
christianjjhs,_spguatemala,mention,1
christianjjhs,agn_noticias,mention,1
christianjjhs,barevalodeleon,mention,1
christianjjhs,diariodeca,mention,1
christianjjhs,fjimenezmingob,reply,1
christianjjhs,guatemalagob,mention,1
christianjjhs,pncdeguatemala,mention,1
christianjjhs,radio_tgw,mention,1
christianjjhs,sandra_jovelp,mention,1
chrizzao,barevalodeleon,reply,1
chrizzao,congresoguate,mention,1
chrizzao,monymmorales,quote,1
chrizzao,msemillagt,mention,1
chrizzao,oco_motora,mention,1
chrizzao,oco_motora,reply,1
chrizzao,ubaldomacu,quote,1
chrizzao,usaidguate,mention,1
chuchodecalle,__vadertg,mention,1
chuchodecalle,__vadertg,reply,1
chuchodecalle,barevalodeleon,mention,1
chuchodecalle,congresoguate,mention,1
chuchodecalle,usaidguate,mention,1
churpioloco,barevalodeleon,mention,1
churpioloco,drewzecena,mention,1
churpioloco,drewzecena,reply,1
chuza_andrea,drgiammattei,mention,1
chuza_andrea,jimmymoralesgt,mention,1
chuza_andrea,ottoperezmolina,mention,1
chuza_andrea,uclcgt,mention,1
chuza_andrea,vicentecarrera_,mention,1
chuza_andrea,vicentecarrera_,reply,1
cinymonz,barevalodeleon,mention,1
cinymonz,diaco_gt,mention,1
cinymonz,emisorasunidas,mention,1
cinymonz,guatemalagob,mention,1
cinymonz,jlfont001,mention,1
cinymonz,lahoragt,mention,1
cinymonz,lared1061,mention,1
cinymonz,marvgcaceres,mention,1
cinymonz,marvgcaceres,reply,1
cinymonz,nickoco_,mention,1
cinymonz,publinewsgt,mention,1
cinymonz,samuel_pz,mention,1
cinymonz,satgt,mention,1
cinymonz,soy_502,mention,1
cinymonz,viniciogutierr3,mention,1
civ_guatemala,covial_civ,mention,1
cjorgester,barevalodeleon,mention,1
cjorgester,mpguatemala,mention,1
cjorgester,santipalomov,mention,1
cjorgester,ubaldomacu,mention,1
cjorgester,ubaldomacu,reply,1
