source,target,interaction,weight
elrevoltijogt,barevalodeleon,mention,42
benitoc67601310,barevalodeleon,mention,30
elrevoltijogt,bancadasemilla,mention,30
ialmgg,barevalodeleon,mention,21
diariodeca,wendiv_dca,mention,18
dupin07,barevalodeleon,mention,18
vvj_gt,barevalodeleon,mention,18
diariodeca,barevalodeleon,mention,16
diariodeca,mmaczdca,mention,16
anti_chairosgt,barevalodeleon,mention,15
minfingt,barevalodeleon,mention,15
minfingt,jmenkos,mention,15
salquevedo,barevalodeleon,mention,15
spaceboy88fly,barevalodeleon,mention,15
billyc2023,barevalodeleon,mention,14
mendiamariela,barevalodeleon,mention,14
agn_noticias,barevalodeleon,mention,13
alejand09098718,_spguatemala,mention,13
alejand09098718,barevalodeleon,mention,13
alejand09098718,diariodeca,mention,13
alejand09098718,dtransitopnc,mention,13
alejand09098718,fjimenezmingob,mention,13
alejand09098718,fjimenezmingob,reply,13
alejand09098718,guatemalagob,mention,13
alejand09098718,mingobguate,mention,13
alejand09098718,pncdeguatemala,mention,13
elojodelcerro,barevalodeleon,mention,13
elrevoltijogt,mpguatemala,mention,13
alejand09098718,agn_noticias,mention,12
alejand09098718,radio_tgw,mention,12
diariodeca,magaguatemala,mention,12
dimb502,barevalodeleon,mention,12
donaldoalvr,barevalodeleon,mention,12
josejorgemonroy,barevalodeleon,mention,12
pollosdb,barevalodeleon,mention,12
wichomarg,barevalodeleon,mention,12
aldanav52139161,barevalodeleon,mention,11
cesa71183,barevalodeleon,mention,11
eedlb,barevalodeleon,mention,11
ialmgg,bancadasemilla,mention,11
ialmgg,mpguatemala,mention,11
ialmgg,ubaldomacu,mention,11
kroldegarcia,barevalodeleon,mention,11
leraovalle,barevalodeleon,mention,11
javierr07772901,barevalodeleon,mention,10
leraovalle,bancadasemilla,mention,10
leraovalle,concriteriogt,mention,10
leraovalle,jlfont001,mention,10
leraovalle,karinapazgt,mention,10
leraovalle,karinherreravp,mention,10
leraovalle,perico8461,mention,10
leraovalle,samuel_pz,mention,10
marcoan14818708,barevalodeleon,mention,10
mendiamariela,jotapepequ,mention,10
minfingt,guatemalagob,mention,10
mirnadesoto1,barevalodeleon,mention,10
rafaelae1967,barevalodeleon,mention,10
ubaldomacu,barevalodeleon,mention,10
vvj_gt,fjimenezmingob,mention,10
alvarado66gt,barevalodeleon,mention,9
axelgar56163124,barevalodeleon,mention,9
corleone_62,barevalodeleon,mention,9
elimarios_,barevalodeleon,mention,9
elojodelcerro,guatemalagob,mention,9
elrevoltijogt,karinherreravp,mention,9
erickdelcid77,barevalodeleon,mention,9
gilrey422483,barevalodeleon,mention,9
guate_opina,barevalodeleon,mention,9
magaguatemala,barevalodeleon,mention,9
magaguatemala,maynorestradagt,mention,9
pepecuevas73,barevalodeleon,mention,9
pfacticos,barevalodeleon,mention,9
rafaeldelaguil8,barevalodeleon,mention,9
sw_jrh96,barevalodeleon,mention,9
vanessaherrer02,barevalodeleon,mention,9
vicentecarrera_,barevalodeleon,mention,9
alvaradoanaite,barevalodeleon,mention,8
claudiayan8074,barevalodeleon,mention,8
claudiayan8074,uclcgt,mention,8
claudiayan8074,vicentecarrera_,mention,8
dupin07,quiquegodoy,mention,8
dvidx84,barevalodeleon,mention,8
dying_4me,barevalodeleon,mention,8
dying_4me,jv19887788,mention,8
dying_4me,jv19887788,reply,8
dying_4me,wjmartinv,mention,8
elanalistagt2,barevalodeleon,mention,8
elojodelcerro,karinherreravp,mention,8
elojodelcerro,viceguatemala,mention,8
erroresgt,barevalodeleon,mention,8
jcarlos223020,barevalodeleon,mention,8
jer21668,barevalodeleon,mention,8
jv19887788,barevalodeleon,mention,8
jv19887788,dying_4me,mention,8
jv19887788,dying_4me,reply,8
jv19887788,tato100360,mention,8
jv19887788,wjmartinv,mention,8
kikegt2023,barevalodeleon,mention,8
manuelcevans,barevalodeleon,mention,8
mariamartaumaa1,barevalodeleon,mention,8
mendiamariela,alvarocolomc,mention,8
mendiamariela,arceydooley,mention,8
mendiamariela,drgiammattei,mention,8
mendiamariela,jimmymoralesgt,mention,8
mendiamariela,ottoperezmolina,mention,8
mrdogo35,barevalodeleon,mention,8
mundo9999,barevalodeleon,mention,8
patrici07680625,barevalodeleon,mention,8
rafaelae1967,felixsinexcusas,mention,8
rafaelae1967,guatemalagob,mention,8
rcocinera,barevalodeleon,mention,8
robertr02304443,barevalodeleon,mention,8
samemerz68789,barevalodeleon,mention,8
samemerz68789,guatemalagob,mention,8
ubaldomacu,mpguatemala,mention,8
unchapincomun,barevalodeleon,mention,8
yoda_baganas,barevalodeleon,mention,8
arceydooley,barevalodeleon,mention,7
benitoc67601310,arronchopa,mention,7
billyc2023,drgiammattei,mention,7
claudiayan8074,fjimenezmingob,mention,7
claudiayan8074,guatemalagob,mention,7
claudiayan8074,mingobguate,mention,7
claudiayan8074,sandra_jovelp,mention,7
dan_vikingo,barevalodeleon,mention,7
de_don61347,barevalodeleon,mention,7
dupin07,quiquegodoy,reply,7
dying_4me,tato100360,mention,7
edwadriperez,alex_balsells,mention,7
edwadriperez,barevalodeleon,mention,7
eg_gd26,barevalodeleon,mention,7
elmerlandazuri7,barevalodeleon,mention,7
elrevoltijogt,congresoguate,mention,7
gtkaliman,barevalodeleon,mention,7
jer21668,mpguatemala,mention,7
jer21668,santipalomov,mention,7
jer21668,ubaldomacu,mention,7
johanmauricio34,barevalodeleon,mention,7
josecif33982901,barevalodeleon,mention,7
karen_sant35047,_spguatemala,mention,7
karen_sant35047,barevalodeleon,mention,7
karen_sant35047,diariodeca,mention,7
karen_sant35047,dtransitopnc,mention,7
karen_sant35047,fjimenezmingob,mention,7
karen_sant35047,guatemalagob,mention,7
karen_sant35047,mingobguate,mention,7
karen_sant35047,pncdeguatemala,mention,7
krupp31416,barevalodeleon,mention,7
luisalbert98610,barevalodeleon,mention,7
luisfergo04,barevalodeleon,mention,7
magaguatemala,guatemalagob,mention,7
marco310367,barevalodeleon,mention,7
maribelmar51429,barevalodeleon,mention,7
maza110vac,barevalodeleon,mention,7
meme_punisher,barevalodeleon,mention,7
mendiamariela,arceydooley,reply,7
papaabumario,barevalodeleon,mention,7
tcorzo36309,barevalodeleon,mention,7
_newsgt,barevalodeleon,mention,6
aleph_____,barevalodeleon,mention,6
alexander8928,barevalodeleon,mention,6
aliasjj48266282,barevalodeleon,mention,6
arceydooley,alvarocolomc,mention,6
arceydooley,drgiammattei,mention,6
arceydooley,jimmymoralesgt,mention,6
arceydooley,jotapepequ,mention,6
arceydooley,mendiamariela,mention,6
arceydooley,mendiamariela,reply,6
arceydooley,ottoperezmolina,mention,6
arthurshp_wf,barevalodeleon,mention,6
benitoc67601310,guate_opina,mention,6
diariodeca,barevalodeleon,reply,6
diariodeca,minsaludguate,mention,6
diariodeca,secretariasesan,mention,6
domingo2325943,barevalodeleon,mention,6
eedlb,fjimenezmingob,mention,6
elrevoltijogt,arronchopa,quote,6
elrevoltijogt,samuel_pz,mention,6
erickdelcid77,drgiammattei,mention,6
estaciondoblea,barevalodeleon,mention,6
fpgabriel1,barevalodeleon,mention,6
gdialectico,barevalodeleon,mention,6
germanzzo,barevalodeleon,mention,6
glowgt502,barevalodeleon,mention,6
gt_theos,barevalodeleon,mention,6
guatemalagob,barevalodeleon,mention,6
isabellapa92060,barevalodeleon,mention,6
jaehsaurio,barevalodeleon,mention,6
johanmauricio34,cmendeza,mention,6
johanmauricio34,jczamora,mention,6
johanmauricio34,jlfont001,mention,6
johanmauricio34,lahoragt,mention,6
johanmauricio34,marielosmonzon,mention,6
johanmauricio34,mmendoza_gt,mention,6
johanmauricio34,ojguatemala,mention,6
johanmauricio34,orellanafredy1,mention,6
johanmauricio34,pacogoldman,mention,6
johanmauricio34,plazapublicagt,mention,6
johanmauricio34,prensacomunitar,mention,6
josejorgemonroy,__vadertg,mention,6
juanchapilandia,barevalodeleon,mention,6
juliantono400,barevalodeleon,mention,6
licigir21,barevalodeleon,mention,6
lordmarduk2,barevalodeleon,mention,6
lourdesdecasti2,barevalodeleon,mention,6
luisroberto110,barevalodeleon,mention,6
machl1804,barevalodeleon,mention,6
magaguatemala,scspgt,mention,6
marielp82893334,barevalodeleon,mention,6
marodros,barevalodeleon,mention,6
mendozarendy,barevalodeleon,mention,6
miguel479279560,barevalodeleon,mention,6
momaantonio,barevalodeleon,mention,6
oco_motora,__vadertg,mention,6
oco_motora,barevalodeleon,mention,6
oco_motora,congresoguate,mention,6
oco_motora,usaidguate,mention,6
pachanga0gt,barevalodeleon,mention,6
snakecancelable,barevalodeleon,mention,6
titto_maradvic,barevalodeleon,mention,6
velvetfabiola,barevalodeleon,mention,6
vequedeahuevo,barevalodeleon,mention,6
_newsgt,drgiammattei,mention,5
_newsgt,guatemalagob,mention,5
agn_noticias,brenda_agn,mention,5
ajutzuy,barevalodeleon,mention,5
aldanav52139161,guatemalagob,mention,5
aleexxcarrera,barevalodeleon,mention,5
arodas45,barevalodeleon,mention,5
arronchopa,barevalodeleon,mention,5
arthurshp_wf,ubaldomacu,mention,5
arthurshp_wf,ubaldomacu,reply,5
axelgar56163124,guatemalagob,mention,5
ba7decffbc6249e,barevalodeleon,mention,5
benitoc67601310,elquenews,mention,5
billyc2023,erickdelcid77,mention,5
billyc2023,erickdelcid77,reply,5
billyc2023,mendiamariela,mention,5
car_pin_,barevalodeleon,mention,5
chocolateecurls,barevalodeleon,mention,5
chrizzao,barevalodeleon,mention,5
colochitaaaaaa,barevalodeleon,mention,5
daviidvx,barevalodeleon,mention,5
derech0so,barevalodeleon,mention,5
dimb502,ubaldomacu,mention,5
eddie99243836,barevalodeleon,mention,5
edwadriperez,fiscalnvicto,mention,5
eg_gd26,santipalomov,mention,5
erickdelcid77,mendiamariela,mention,5
ertadivarius,barevalodeleon,mention,5
erwin_fern84019,barevalodeleon,mention,5
ferbc86,barevalodeleon,mention,5
garciadanilo63,barevalodeleon,mention,5
guatemejor1,barevalodeleon,mention,5
guiselabarrios,barevalodeleon,mention,5
gxldedibu,barevalodeleon,mention,5
hami417,barevalodeleon,mention,5
jaehsaurio,mingobguate,mention,5
jaehsaurio,nenucosm81863,mention,5
josejorgemonroy,mpguatemala,mention,5
jrafaelrev,barevalodeleon,mention,5
jzamorano1965,barevalodeleon,mention,5
karen_sant35047,fjimenezmingob,reply,5
kroldegarcia,guatemalagob,mention,5
lamportnanogt,barevalodeleon,mention,5
leomarksal,barevalodeleon,mention,5
luchopo81993102,barevalodeleon,mention,5
luis_sutte31199,barevalodeleon,mention,5
luisalbert98610,olsenpsico,mention,5
machl1804,guatemalagob,mention,5
manuelcevans,guatemalagob,mention,5
marcoanmo72,barevalodeleon,mention,5
marcoanmo72,mpguatemala,mention,5
marcoanmo72,santipalomov,mention,5
marcoanmo72,ubaldomacu,mention,5
mariochiu2,barevalodeleon,mention,5
michideflores,barevalodeleon,mention,5
negrismr19,barevalodeleon,mention,5
ositapanda9,barevalodeleon,mention,5
radio_tgw,barevalodeleon,mention,5
robertr02304443,factor4_gt,mention,5
salquevedo,emisorasunidas,mention,5
salquevedo,guatemalagob,mention,5
samemerz68789,_spguatemala,mention,5
samemerz68789,diariodeca,mention,5
samemerz68789,fjimenezmingob,mention,5
sepademendi,barevalodeleon,mention,5
snakecancelable,royalvaradogt,mention,5
soibnan,barevalodeleon,mention,5
soyelvendedorx,barevalodeleon,mention,5
steadhamstevie,barevalodeleon,mention,5
steadhamstevie,ubaldomacu,mention,5
uuujjjr,barevalodeleon,mention,5
wichomarg,mpguatemala,mention,5
wichomarg,ubaldomacu,mention,5
yocquetegusta,barevalodeleon,mention,5
87kikin,barevalodeleon,mention,4
87kikin,guatemalagob,mention,4
_newsgt,felixsinexcusas,mention,4
_newsgt,mpguatemala,mention,4
_newsgt,rafaelae1967,mention,4
adolfof92932835,barevalodeleon,mention,4
adolforojas07,barevalodeleon,mention,4
adrianvasq25812,barevalodeleon,mention,4
alanlitio,barevalodeleon,mention,4
alemarro1991,barevalodeleon,mention,4
aleph_____,elquenews,mention,4
alfredo93672277,barevalodeleon,mention,4
aljudyc,barevalodeleon,mention,4
aljudyc,congresoguate,mention,4
alvaradoanaite,guatemalagob,mention,4
anarchiaeth,mpguatemala,mention,4
anita_bol,barevalodeleon,mention,4
anti_chairosgt,__vadertg,mention,4
anti_chairosgt,ubaldomacu,mention,4
anti_chairosgt,ubaldomacu,reply,4
arnoldo1621017,barevalodeleon,mention,4
arthur1949asd,barevalodeleon,mention,4
arthurshp_wf,santipalomov,mention,4
aucastmo,barevalodeleon,mention,4
barbarasierra10,barevalodeleon,mention,4
benitoc67601310,elecctorr,mention,4
benitoc67601310,elecctorr,reply,4
benitoc67601310,elquenews,reply,4
billyarmando,barevalodeleon,mention,4
billyc2023,santipalomov,mention,4
blancal21054134,barevalodeleon,mention,4
byron_argueta5,barevalodeleon,mention,4
carlespgt,barevalodeleon,mention,4
cesa71183,guatemalagob,mention,4
cesaramarroquin,barevalodeleon,mention,4
ceslandias,barevalodeleon,mention,4
chepechapin58,barevalodeleon,mention,4
chiltepegt,barevalodeleon,mention,4
chiltepegt,mpguatemala,mention,4
chiltepegt,santipalomov,mention,4
chiltepegt,ubaldomacu,mention,4
chofogts,barevalodeleon,mention,4
cobrejacinto,barevalodeleon,mention,4
cokyblancot,barevalodeleon,mention,4
cristianvaldez5,barevalodeleon,mention,4
crticaconstru20,barevalodeleon,mention,4
daniel___sa,barevalodeleon,mention,4
davi99022668,barevalodeleon,mention,4
deleriv,barevalodeleon,mention,4
dulcefuent26861,barevalodeleon,mention,4
eapablo10_,barevalodeleon,mention,4
ecarolina118,barevalodeleon,mention,4
eddie99243836,barevalodeleon,reply,4
eduardmarried,__vadertg,mention,4
edwadriperez,arbencista1944,mention,4
edwadriperez,jlfont001,mention,4
eguzmanmorales,barevalodeleon,mention,4
elakademicista,barevalodeleon,mention,4
elbatishute,barevalodeleon,mention,4
elgranmigue,barevalodeleon,mention,4
elgranmigue,ivanduque,mention,4
elgranmigue,ivanduque,reply,4
elizabethvelsqu,barevalodeleon,mention,4
elmaschispudo,barevalodeleon,mention,4
elotroikar,civ_guatemala,mention,4
elquenews,barevalodeleon,mention,4
elrevoltijogt,__vadertg,quote,4
elrevoltijogt,fiscalgeneralgt,mention,4
elrevoltijogt,mingobguate,mention,4
elrevoltijogt,nery_ramosr,mention,4
elrosaenverdese,barevalodeleon,mention,4
erickpa55587057,barevalodeleon,mention,4
erroresgt,guatemalagob,mention,4
erwin_fern84019,guatemalagob,mention,4
erwintaracena,barevalodeleon,mention,4
esequielmo90988,barevalodeleon,mention,4
extasisvgames,barevalodeleon,mention,4
fabiolaara17914,barevalodeleon,mention,4
fenix10_54,barevalodeleon,mention,4
feres08,barevalodeleon,mention,4
francisko2323,__vadertg,mention,4
gilrey422483,drgiammattei,mention,4
gilrey422483,jimmymoralesgt,mention,4
gilrey422483,ottoperezmolina,mention,4
gilrey422483,uclcgt,mention,4
gilrey422483,vicentecarrera_,mention,4
gtkaliman,_spguatemala,mention,4
gtkaliman,agn_noticias,mention,4
gtkaliman,diariodeca,mention,4
gtkaliman,dtransitopnc,mention,4
gtkaliman,fjimenezmingob,mention,4
gtkaliman,fjimenezmingob,reply,4
gtkaliman,guatemalagob,mention,4
gtkaliman,mingobguate,mention,4
gtkaliman,pncdeguatemala,mention,4
gtkaliman,radio_tgw,mention,4
harol5665776575,guatemalagob,mention,4
hermelindomele3,barevalodeleon,mention,4
ialmgg,__vadertg,mention,4
jenzaros2,barevalodeleon,mention,4
jhorres,barevalodeleon,mention,4
jimmi_paz99373,barevalodeleon,mention,4
joealfmorataya,barevalodeleon,mention,4
jorgitovasquez1,felixsinexcusas,mention,4
josejorgemonroy,jsandoval1982,mention,4
joshmizrahim,santipalomov,mention,4
josul65814,barevalodeleon,mention,4
jzamorano1965,guatemalagob,mention,4
katiasmor,barevalodeleon,mention,4
kikegt2023,__vadertg,mention,4
kiwiiiigaby,barevalodeleon,mention,4
la_revoluzzion,barevalodeleon,mention,4
ldomilto,barevalodeleon,mention,4
lobo875r,barevalodeleon,mention,4
luciodel53820,avillagran502,mention,4
luciodel53820,bancadasemilla,mention,4
luciodel53820,barevalodeleon,mention,4
luciodel53820,elquenews,mention,4
luis26945054,barevalodeleon,mention,4
luislarachito,barevalodeleon,mention,4
luismay19871207,barevalodeleon,mention,4
luisroberto110,msemillagt,mention,4
magaguatemala,guatemalagob,reply,4
manuelcevans,guatemalagob,reply,4
marc0rtiz,barevalodeleon,mention,4
marcopo60095392,barevalodeleon,mention,4
mariamartaumaa1,guatemalagob,mention,4
marinac91262,barevalodeleon,mention,4
marinac91262,cidh,mention,4
marinac91262,jczamora,mention,4
marinac91262,johanordonez,mention,4
marinac91262,luis_sutte31199,mention,4
marinac91262,luis_sutte31199,reply,4
marinac91262,ojguatemala,mention,4
marinac91262,pressfreedom,mention,4
marinac91262,pvacav,mention,4
marinac91262,rele_cidh,mention,4
marinac91262,rsf_esp,mention,4
marinac91262,rsf_inter,mention,4
marinac91262,unhumanrights,mention,4
marinac91262,volker_turk,mention,4
martifus,barevalodeleon,mention,4
maxmart91095509,barevalodeleon,mention,4
michideflores,gersongudielcas,mention,4
miguel_artiga,barevalodeleon,mention,4
nabucod91213966,barevalodeleon,mention,4
nenucosm81863,barevalodeleon,mention,4
nkcfmoto400,barevalodeleon,mention,4
noetineco,barevalodeleon,mention,4
odiaz1658,barevalodeleon,mention,4
olgadiaz70157,barevalodeleon,mention,4
pablo_arriola_,barevalodeleon,mention,4
pablo_arriola_,guatemalagob,mention,4
pachanga0gt,barevalodeleon,reply,4
patrici07680625,santipalomov,mention,4
pirucanb,barevalodeleon,mention,4
pollosdb,santipalomov,mention,4
puremagaman,sa_gunnison,mention,4
rbravo95504588,barevalodeleon,mention,4
relajerototal,barevalodeleon,mention,4
royalvaradogt,barevalodeleon,mention,4
salquevedo,barevalodefake,mention,4
samemerz68789,dtransitopnc,mention,4
samemerz68789,mingobguate,mention,4
samemerz68789,pncdeguatemala,mention,4
santaexmin,barevalodeleon,mention,4
sivmenor,barevalodeleon,mention,4
slcharl2,barevalodeleon,mention,4
spaceboy88fly,factor4_gt,mention,4
spaceboy88fly,marcoan14818708,mention,4
spaceboy88fly,marcoan14818708,reply,4
suchiniluis,barevalodeleon,mention,4
thevigilantegt,barevalodeleon,mention,4
tigermotorrad,barevalodeleon,mention,4
tristemico,barevalodeleon,mention,4
tumbadorense,barevalodeleon,mention,4
ubaldomacu,santipalomov,mention,4
vmanuel2023,barevalodeleon,mention,4
votipp,barevalodeleon,mention,4
vvj_gt,vichoguate,mention,4
walterm91033122,barevalodeleon,mention,4
wamado04,barevalodeleon,mention,4
wichomarg,guatemalagob,mention,4
wichomarg,santipalomov,mention,4
willypin07,barevalodeleon,mention,4
willypin07,ivanduque,mention,4
yocquetegusta,barevalodeleon,reply,4
7ab3e6a4505c45d,barevalodeleon,mention,3
87kikin,karinherreravp,mention,3
87kikin,monical01111764,mention,3
87kikin,monical01111764,reply,3
87kikin,viceguatemala,mention,3
_afcgunner,barevalodeleon,mention,3
_newsgt,__vadertg,mention,3
_newsgt,bancadasemilla,mention,3
_newsgt,rafaelae1967,reply,3
abner864673,barevalodeleon,mention,3
acatato,barevalodeleon,mention,3
acolindres123,barevalodeleon,mention,3
adrian1771620,barevalodeleon,mention,3
aicas1970,barevalodeleon,mention,3
aida23856800,barevalodeleon,mention,3
ajutzuy,ubaldomacu,mention,3
aldanav52139161,guatemalagob,reply,3
aleexxcarrera,agn_noticias,mention,3
aleexxcarrera,diariodeca,mention,3
aleexxcarrera,fjimenezmingob,mention,3
aleexxcarrera,guatemalagob,mention,3
aleexxcarrera,mingobguate,mention,3
aleexxcarrera,pncdeguatemala,mention,3
aleexxcarrera,radio_tgw,mention,3
alex8084475921,barevalodeleon,mention,3
aliasjj48266282,santipalomov,mention,3
aliaslajose,santipalomov,mention,3
allancarrillo1,barevalodeleon,mention,3
alvarado66gt,rocasgt,mention,3
ambrosesaklan,barevalodeleon,mention,3
ambulanterm1,barevalodeleon,mention,3
anarchiaeth,barevalodeleon,mention,3
anarchiaeth,santipalomov,mention,3
anarchiaeth,ubaldomacu,mention,3
angeldaemonn,barevalodeleon,mention,3
anti_chairosgt,guatemalagob,mention,3
anti_chairosgt,josejorgemonroy,mention,3
anti_chairosgt,josejorgemonroy,reply,3
anti_chairosgt,jsandoval1982,mention,3
anti_chairosgt,mpguatemala,mention,3
arnoldo1621017,santipalomov,mention,3
arnoldo1621017,ubaldomacu,mention,3
arnoldo1621017,ubaldomacu,reply,3
arodas45,santipalomov,mention,3
arodas45,ubaldomacu,mention,3
arodas45,ubaldomacu,reply,3
arthur1949asd,mpguatemala,mention,3
arthur1949asd,santipalomov,mention,3
arthur1949asd,ubaldomacu,mention,3
arthur1949asd,ubaldomacu,reply,3
arthurshp_wf,mpguatemala,mention,3
asolaresdl,barevalodeleon,mention,3
augustopazcar,barevalodeleon,mention,3
auraper75486154,barevalodeleon,mention,3
auraper75486154,diariodeca,mention,3
auraper75486154,fjimenezmingob,mention,3
auraper75486154,fjimenezmingob,reply,3
auraper75486154,mingobguate,mention,3
auraper75486154,pncdeguatemala,mention,3
axelgar56163124,chatagira,mention,3
axelgar56163124,cncguatemala,mention,3
axelgar56163124,uclcgt,mention,3
axelgar56163124,vicentecarrera_,mention,3
bauarturo57965,barevalodeleon,mention,3
benitoc67601310,arronchopa,reply,3
benitoc67601310,guatemalagob,mention,3
benitoc67601310,jimmi_paz99373,mention,3
benitoc67601310,jimmi_paz99373,reply,3
billyc2023,mpguatemala,mention,3
billyc2023,ubaldomacu,mention,3
brenda_agn,agn_noticias,mention,3
brenda_agn,barevalodeleon,mention,3
brucew1235,barevalodeleon,mention,3
brucew1235,mpguatemala,mention,3
brucew1235,santipalomov,mention,3
brucew1235,ubaldomacu,mention,3
buenafeilse,barevalodeleon,mention,3
camil1985,barevalodeleon,mention,3
celsanti23,_spguatemala,mention,3
celsanti23,barevalodeleon,mention,3
celsanti23,diariodeca,mention,3
celsanti23,dtransitopnc,mention,3
celsanti23,fjimenezmingob,mention,3
celsanti23,guatemalagob,mention,3
celsanti23,mingobguate,mention,3
celsanti23,pncdeguatemala,mention,3
centranewsgt,barevalodeleon,mention,3
cesaramarroquin,santipalomov,mention,3
cesaramarroquin,ubaldomacu,mention,3
ceslandias,santipalomov,mention,3
ceslandias,yoda_baganas,mention,3
cguate2020,barevalodeleon,mention,3
chapinamerican0,barevalodeleon,mention,3
chepechapin58,guatemalagob,mention,3
chicasramirezr,barevalodeleon,mention,3
chofogts,__vadertg,mention,3
chofogts,raulfalla31,mention,3
chofogts,rmendezruiz,mention,3
chuza_andrea,barevalodeleon,mention,3
claudialuna1064,barevalodeleon,mention,3
claudiayan8074,vicentecarrera_,reply,3
codimech1,barevalodeleon,mention,3
colochitaaaaaa,congresoguate,mention,3
conjimnez2,barevalodeleon,mention,3
conjimnez2,barevalodeleon,reply,3
corleone_62,gt_theos,mention,3
corleone_62,gt_theos,reply,3
cristia17892973,barevalodeleon,mention,3
crticaconstru20,olsenpsico,mention,3
daniel___sa,soyelvendedorx,mention,3
daniel___sa,soyelvendedorx,reply,3
danzarinus,barevalodeleon,mention,3
darwinboanerges,barevalodeleon,mention,3
davefilipi,barevalodeleon,mention,3
daviidvx,__vadertg,mention,3
de_don61347,santipalomov,mention,3
de_don61347,ubaldomacu,mention,3
deliseov,barevalodeleon,mention,3
denise1709,barevalodeleon,mention,3
derechairo502,barevalodeleon,mention,3
diariodeca,guatemalagob,quote,3
diegosam09xx,barevalodeleon,mention,3
dimb502,mpguatemala,mention,3
dimb502,santipalomov,mention,3
dimb502,ubaldomacu,reply,3
dimix738835,barevalodeleon,mention,3
discipulo13,barevalodeleon,mention,3
domingo2325943,barevalodeleon,reply,3
donaldoalvr,guatemalagob,mention,3
donfifas57,barevalodeleon,mention,3
dulcefuent26861,elimarios_,mention,3
dulcefuent26861,elimarios_,reply,3
dvidx84,guatemalagob,mention,3
e_arreola70,barevalodeleon,mention,3
edgar59974302,barevalodeleon,mention,3
edgarju70173542,barevalodeleon,mention,3
edinalbertoa,barevalodeleon,mention,3
eduardmarried,barevalodeleon,mention,3
eduardmarried,congresoguate,mention,3
eduardmarried,usaidguate,mention,3
eduardo18748635,barevalodeleon,mention,3
eduardo5554429,barevalodeleon,mention,3
edvin111956,barevalodeleon,mention,3
edwadriperez,almagro_oea2015,mention,3
edwadriperez,jsandoval1982,mention,3
edwinvfuentes,barevalodeleon,mention,3
eeml9102,barevalodeleon,mention,3
eguzmanmorales,elquenews,mention,3
elanalistagt2,_spguatemala,mention,3
elanalistagt2,diariodeca,mention,3
elanalistagt2,fjimenezmingob,mention,3
elanalistagt2,fjimenezmingob,reply,3
elanalistagt2,guatemalagob,mention,3
elanalistagt2,pncdeguatemala,mention,3
elanalitico_3,barevalodeleon,mention,3
elbatishute,msemillagt,mention,3
elemasurf,barevalodeleon,mention,3
elimarios_,dulcefuent26861,mention,3
elimarios_,dulcefuent26861,reply,3
eliseoraymundo,barevalodeleon,mention,3
elmaikstrvjs4h,barevalodeleon,mention,3
elmaschispudo,miquelosj,mention,3
elotroikar,barevalodeleon,mention,3
elquenews,lucreciapeinado,mention,3
elrevoltijogt,felixsinexcusas,mention,3
elrevoltijogt,fjimenezmingob,mention,3
elrevoltijogt,frattigiovanni,mention,3
elrevoltijogt,pncdeguatemala,mention,3
elrevoltijogt,tseguatemala,mention,3
emegelizama,barevalodeleon,mention,3
emisorasunidas,barevalodeleon,mention,3
enitolima03,barevalodeleon,mention,3
enitolima03,felixsinexcusas,mention,3
enitolima03,guatemalagob,mention,3
enitolima03,rafaelae1967,mention,3
enitolima03,rafaelae1967,reply,3
ergt2020,barevalodeleon,mention,3
ergt2020,elimarios_,mention,3
erickdelcid77,billyc2023,mention,3
erickdelcid77,billyc2023,reply,3
erroresgt,guatemalagob,reply,3
erwin_fern84019,_spguatemala,mention,3
erwin_fern84019,agn_noticias,mention,3
erwin_fern84019,diariodeca,mention,3
erwin_fern84019,fjimenezmingob,mention,3
erwin_fern84019,radio_tgw,mention,3
esperan56991069,barevalodeleon,mention,3
estuard06079185,barevalodeleon,mention,3
estuard06079185,santipalomov,mention,3
estuard06079185,ubaldomacu,mention,3
eximioguatemala,barevalodeleon,mention,3
expiacion_49,barevalodeleon,mention,3
extasisvgames,mpguatemala,mention,3
extasisvgames,santipalomov,mention,3
extasisvgames,ubaldomacu,mention,3
ferbc86,santipalomov,mention,3
ferbc86,ubaldomacu,mention,3
fercajas,barevalodeleon,mention,3
fercajas,karinherreravp,mention,3
fmendezargueta,barevalodeleon,mention,3
fpgabriel1,santipalomov,mention,3
fpgabriel1,ubaldomacu,mention,3
fpgabriel1,ubaldomacu,reply,3
gabs_orlando,barevalodeleon,mention,3
galindo_sa99840,barevalodeleon,mention,3
gamaliel_matheu,barevalodeleon,mention,3
gdialectico,felixsinexcusas,mention,3
gdialectico,guatemalagob,mention,3
gdialectico,rafaelae1967,mention,3
gdialectico,rafaelae1967,reply,3
geooroz,barevalodeleon,mention,3
germanzzo,santipalomov,mention,3
gersongudielcas,barevalodeleon,mention,3
ghusriios,barevalodeleon,mention,3
gildamaritza,barevalodeleon,mention,3
gilrey422483,amnistiaonline,mention,3
gilrey422483,cidh,mention,3
gilrey422483,cpjamericas,mention,3
gilrey422483,ojguatemala,mention,3
gilrey422483,pgnguatemala,mention,3
gilrey422483,pvacav,mention,3
gilrey422483,ramonzamora89,mention,3
gilrey422483,rele_cidh,mention,3
gilrey422483,rsf_inter,mention,3
gilrey422483,unhumanrights,mention,3
gilrey422483,vancecenter,mention,3
glowgt502,barevalodeleon,reply,3
goool_deportes,barevalodeleon,mention,3
