Username,rawTweet,hashtags,mentions,fromUser
ElRamboChapin,"@VicGarciaDice @BArevalodeLeon Este vic solo estupideces dice, mucha coca hace mal",,"VicGarciaDice, BArevalodeLeon",
usuarioo0006,"@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Burroooo,  jajaja",,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
usuarioo0006,"@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Jajaja, que talegazo en la geta le diste a ese malparido del @__VaderGT",,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate, __VaderGT",
Joa00Gonzalez,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Sólito se hace mierda,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
Edvin111956,@MendiaMariela @BArevalodeLeon https://t.co/ekSZHSH3Zl,,"MendiaMariela, BArevalodeLeon",
estr64984,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Esos logos del USAID están allí desde que Guatemala era tercer país seguro!!! O ya se te olvidó?,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
TCorzo36309,@claritadeleon @BArevalodeLeon Ni tan siquiera ha sacado al Pacto de Corruptos del MP.,,"claritadeleon, BArevalodeLeon",
freddmonte,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Hdp…. Ineptos,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
AriasR59465,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Cuando el payaso salía en tv en junta ministros bolo el otro con sunpareja sentimental nadie decía nada ahora hasta por pedo que se tira Arevalo ponen el grito en el cielo,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
DiariodeCA,"#EnElPaísDCA | Estoy seguro que con el esfuerzo de todos,  gobierno, legislativo, la alcaldía municipal, autoridades ancestrales y comunitarios, todos juntos vamos a lograr la transformación de nuestros pueblos y hacer de ellos un lugar próspero concluyó.

✍️🏻@WendiV_DCA
📷@mmaczDCA",EnElPaísDCA,"BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA, MinSaludGuate, SecretariaSESAN, WendiV_DCA",
juliobarriosdeb,"@FJimenezmingob @PNCdeGuatemala @mingobguate @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon Mi apoyo al trabajo que está haciendo la PNC, pronto Guatemala será un país más  seguro !!  GRACIAS MINGOB, Gracias PNC!!",,"FJimenezmingob, PNCdeGuatemala, mingobguate, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
DiariodeCA,"@BArevalodeLeon @MagaGuatemala @WendiV_DCA @mmaczDCA @MinSaludGuate @SecretariaSESAN #EnElPaísDCA | ""Sigamos trabajando en ese sentido porque eso es lo que el pueblo nos demanda"" enfatizó el gobernante.

✍️🏻@WendiV_DCA
📷@mmaczDCA https://t.co/ARvmmHFTsH",EnElPaísDCA,"BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA, MinSaludGuate, SecretariaSESAN, WendiV_DCA, mmaczDCA",
DiariodeCA,"@BArevalodeLeon @MagaGuatemala @WendiV_DCA @mmaczDCA @MinSaludGuate @SecretariaSESAN #EnElPaísDCA | Agregó que le siguen apostando a una visión de un país justo y solidario, en donde las autoridades se ponen al servicio de la gente.

✍️🏻@WendiV_DCA
📷@mmaczDCA https://t.co/TcT8qkgSSB",EnElPaísDCA,"BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA, MinSaludGuate, SecretariaSESAN, WendiV_DCA, mmaczDCA",
DaviidVx,"@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate @__VaderTG, mierda tenes VOS y tu nana en la cabeza 😂😂😂😂 IDIOTAAAAAAA!",,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate, __VaderTG",
DaviidVx,"@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Vos, @__VaderGT, Angel Pineda, ¿sos imbécil o estúpido? 🤣👌🏻 Bien calladito te dejaron...",,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate, __VaderGT",
DiariodeCA,"@BArevalodeLeon @MagaGuatemala @WendiV_DCA @mmaczDCA @MinSaludGuate @SecretariaSESAN #EnElPaísDCA | Durante su discurso el mandatario indicó que su Gobierno tiene  el compromiso de tomar las decisiones necesarias para que el derecho a la alimentación deje de ser un ideal y se convierta en una realidad.

✍️🏻@WendiV_DCA
📷@mmaczDCA https://t.co/tlxjopcBjo",EnElPaísDCA,"BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA, MinSaludGuate, SecretariaSESAN, WendiV_DCA, mmaczDCA",
DiariodeCA,"@BArevalodeLeon @MagaGuatemala @WendiV_DCA @mmaczDCA @MinSaludGuate @SecretariaSESAN #EnElPaísDCA | De estas 69,910 familias beneficiadas se tienen programadas a 9,637 de Santa María Nebaj que inician a recibir hoy las raciones de alimentos.

✍️🏻@WendiV_DCA
📷@mmaczDCA https://t.co/LbACWf5NRK",EnElPaísDCA,"BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA, MinSaludGuate, SecretariaSESAN, WendiV_DCA, mmaczDCA",
migueltrag1,@FJimenezmingob @PNCdeGuatemala @mingobguate @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon Y mientras tanto hoy pagamos nuestra cuota sin que nadie los detenga ellos siguen diga lo diga usted,,"FJimenezmingob, PNCdeGuatemala, mingobguate, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
DiariodeCA,"#EnElPaísDCA | En #Quiché durante septiembre se entregará asistencia a 69,910 familias que enfrentan inseguridad alimentaria y a 135 familias con niños en situación de desnutrición aguda detectados por el @MinSaludGuate y verificados por @SecretariaSESAN.

✍️🏻@WendiV_DCA
📷@mmaczDCA","EnElPaísDCA, Quiché","BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA, MinSaludGuate, SecretariaSESAN, WendiV_DCA",
causalbo,@BArevalodeLeon Coma mi3rda el gonorrea y ud resultado de ello,,BArevalodeLeon,
AriasR59465,@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Esos periodistas son unos amaristas el payaso hasta bolo llegaba y salía en público y ahí todos callados,,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",
HugoArmandoMer2,@NenucosM81863 @BArevalodeLeon @mingobguate 👍🏻👍🏻👍🏻👋🏻👋🏻👋🏻,,"NenucosM81863, BArevalodeLeon, mingobguate",
carlespgt,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Toda la información de entradas y salidas la tiene USA. Y a aparte de seguro esos CPU aparecen como comprados y sobrevalorados,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
ElChatoSantos,"@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Estos pobres netceteros solo se engañan dentro de ellos mismos, pobre gente, solo sirven para hacer el ridículo 😝",,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
fercajas,https://t.co/wZ4MEredEW @BArevalodeLeon @karin_slowing_u @KarinHerreraVP,,"BArevalodeLeon, karin_slowing_u, KarinHerreraVP",
MarcoAn14818708,@MendiaMariela @BArevalodeLeon Me bloqueo la viejita loca 🤣🤣🤣🤣 https://t.co/8Fg005L1Tg,,"MendiaMariela, BArevalodeLeon",
catalanfig,@FJimenezmingob @PNCdeGuatemala @mingobguate @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon 🤣🤣 capacitación como taleguear bolos y huevirles la billetera y las motos.. se nota que el pacto de corruptos los tiene de rodillas y quizás próximos a  unirseles  PNC y Ministro doble moral..,,"FJimenezmingob, PNCdeGuatemala, mingobguate, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
DiariodeCA,"@BArevalodeLeon @MagaGuatemala @WendiV_DCA @mmaczDCA #EnElPaísDCA | El presidente @BArevalodeLeon junto con el ministro de @MagaGuatemala, Mynor Estrada y autoridades locales hicieron entrega de alimentos a familias beneficiadas.

✍️🏻@WendiV_DCA
 📷@mmaczDCA https://t.co/Ug0CNrhpuL",EnElPaísDCA,"BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA, BArevalodeLeon, MagaGuatemala, WendiV_DCA, mmaczDCA",
colochitaaaaaa,"@OlsenPsico @BArevalodeLeon Curruchiche mordiendo el polvo por ésto! 
Ni a comer puede salir porque siente el desprecio 😏",,"OlsenPsico, BArevalodeLeon",
Leo1leonardo46,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Gracias por la información aqui eeta tu regalo https://t.co/MtdZMsLhg1,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
colochitaaaaaa,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Jajajajaj pajeros estos.... Fake news,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
fran5720os,@MendiaMariela @BArevalodeLeon 🤣🤣🤣🤮🤮🤮,,"MendiaMariela, BArevalodeLeon",
Heandovi,@FLinaresB Vos viejo pedazo de m.....nunca te vi publicar este problema antes....estos problemas llevan años y ahi si no decias nada imbecil.....espero que este buen gobierno lo pueda arreglar.....@CIV_Guatemala @BArevalodeLeon @KarinHerreraVP,,"FLinaresB, CIV_Guatemala, BArevalodeLeon, KarinHerreraVP",
Billyarmando,@leraovalle @Perico8461 @JLFont001 @concriteriogt @BArevalodeLeon @KarinHerreraVP @karinapazGt @BancadaSemilla @samuel_pz https://t.co/SVdvgETSN1,,"leraovalle, Perico8461, JLFont001, concriteriogt, BArevalodeLeon, KarinHerreraVP, karinapazGt, BancadaSemilla, samuel_pz",
Edvin111956,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna https://t.co/M4oYkNihrW,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",
Nobody_vg,"@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Vader es estúpido, no sé por qué le ponen atención",,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
Billyarmando,"@leraovalle @Perico8461 @JLFont001 @concriteriogt @BArevalodeLeon @KarinHerreraVP @karinapazGt @BancadaSemilla @samuel_pz El siempre ha vivido del pasado,  del presente y futuro no sabe algo, es la ineptitud al 100%. https://t.co/io5kiyWp5Q",,"leraovalle, Perico8461, JLFont001, concriteriogt, BArevalodeLeon, KarinHerreraVP, karinapazGt, BancadaSemilla, samuel_pz",
georgeluise,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Porque algún pendejo sin argumentos vive inventando cada estupidez pendejo peneda hdcmp,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
9102ramoto,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Te van a comer gato https://t.co/tTOljcPpzD,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
Edvin111956,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Ahhhhh pero la ampliación de la robadera fue en nombre de los jubilados.,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
spaceboy88fly,"@de_don61347 @UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Papu, la juventud es un bien que hay que cuidar",,"de_don61347, UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
OscarRPaniagua,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 A los tontos engañan con esto. Ella presentó la propuesta.,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
Radio_TGW,"🟠 #BrevesTGW | El presidente @BArevalodeLeon  participa en la entrega de raciones de alimentos en Santa María Nebaj, Quiché, en donde agradeció al @CongresoGuate  ""porque junto con el poder Ejecutivo, le están apostando a esa visión de un país justo"". https://t.co/buPbMkTPO7",BrevesTGW,"BArevalodeLeon, CongresoGuate",
ba7decffbc6249e,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Estarán a favor de los pobres,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
Davi99022668,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 🤣😂🤣😂🤣😂🤣😂🤣😂🤣 Fakenews en acción,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
rivasbors,@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate 🤣,,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
LigiaSalazar15,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate No puede ser. 😢🤦‍♀️,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
sepademendi,@EmisorasUnidas @BArevalodeLeon Con cada delito q comete este descerebrado nos recuerda q lo corrupto y criminal se hereda.,,"EmisorasUnidas, BArevalodeLeon",
JorgeCuevas75,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Ya NetCenteros de 💩💩💩 les va a prohibir publicar por mulas 🤣😂🤣😂,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",
elrosaenverdese,"@BArevalodeLeon presidente Arevalo, en MAGA habian despedido al director Carlos Castellanos por corrupcion pero la vicem Klemen Gamboa lo volvio a contratar porque es su novio. Que verguenza, en las instituciones sigue la corrupcion. Destituya a la vicem Klemen porque apoya a los corruptos.",,BArevalodeLeon,
erwin_fern84019,"@MineducGT @chatagira @GuatemalaGob @BArevalodeLeon tomen cartas en el asunto por favor
una denuncia no caería mal https://t.co/piTDQ2br9x",,"MineducGT, chatagira, GuatemalaGob, BArevalodeLeon",
Corleone_62,@gt_theos @GuatemalaGob @BArevalodeLeon Así es 👍🏻,,"gt_theos, GuatemalaGob, BArevalodeLeon",
SCEPgt,"🔴 | El presidente @BArevalodeLeon participa en la entrega de raciones de alimentos en Santa María Nebaj, Quiché.",,BArevalodeLeon,GuatemalaGob
GtLiberal,"A través del #MAGA se entregan raciones de alimentos en Nebaj, Quiché. Participó el presidente @BArevalodeLeon https://t.co/I4g2Spa0Y6",MAGA,BArevalodeLeon,
FrAncisKo2323,"@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate YESCULO @__VaderTG  HIJUELAGRANPUTA sos un chiste 🤣🤣🤣🤣🤣🤣 
Que desesperación más pisada la que tenés, seguro ya te filtraron que se van a llevar a uno de tus patrones 
Onfayeeeeer",,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate, __VaderTG",
MagaGuatemala,"@GuatemalaGob @SCSPGT @BArevalodeLeon @MaynorEstradaGT El @GuatemalaGob, a través de esta cartera, reitera su compromiso de continuar trabajando por las familias más vulnerables del país garantizando la seguridad alimentaria. https://t.co/xK8AQlzWtY",,"GuatemalaGob, SCSPGT, BArevalodeLeon, MaynorEstradaGT, GuatemalaGob",
JDRsoyyo,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate No se puede ser más imbécil,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
MagaGuatemala,"@GuatemalaGob @SCSPGT @BArevalodeLeon @MaynorEstradaGT Se beneficiarán a 9,602 familias. Además, se ha priorizado la atención a 135 familias con niños y niñas en situación de desnutrición aguda. https://t.co/JXkqawxjKT",,"GuatemalaGob, SCSPGT, BArevalodeLeon, MaynorEstradaGT",
jccastao,"@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate 😂 Que mediocre pregunta, si no lo savia, ese equipo fue adquirido en tiempo de los corruptos gobiernos de @jimmymoralesgt y @DrGiammattei quienes justificaron con compras y fueron donados por la Unión Europea, avalada por la embajada de US, otra investigación impune por el MP🤣",,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate, jimmymoralesgt, DrGiammattei",
ElAnalitico_3,"@abner12a @FJimenezmingob @PNCdeGuatemala @mingobguate @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon Cállate baboso , decile a tu jefa Sandra Jovel  que deje de chingar !!!",,"abner12a, FJimenezmingob, PNCdeGuatemala, mingobguate, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
chargoits,"@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Pobre chava, ya jodió su incipiente ""carrera periodística"", estas muladas no se olvidan fácilmente...",,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",
Josafaatg,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Jajaja sos estúpido va?,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
ElAnalitico_3,@FJimenezmingob @PNCdeGuatemala @mingobguate @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon 💪🏼🇬🇹,,"FJimenezmingob, PNCdeGuatemala, mingobguate, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
mys_servicios,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Mulas hp,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
milagrosa_reyes,"@RafaelAE1967 @GuatemalaGob @BArevalodeLeon @FelixSinExcusas esto es resultados de años de abandono y las consecuencias la esta pagando el nuevo gobierno, pero les toca trabajar",,"RafaelAE1967, GuatemalaGob, BArevalodeLeon, FelixSinExcusas",
oco_motora,@Chrizzao @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate 😂,,"Chrizzao, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
guate_capo,@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Que tremendo talegazo le diste al imbécil de Vader jajajaja ni la estrella de muerte tiene ese poder,,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
eliseoraymundo,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon 😂 O sea la orden es atacar al que no pregunte lo del libreto?

Por más periodistas como Ashley 🫡",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
PrincipitoFiu,"@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate como no, los muertos de hambre que se vendieron y se bajaron el 🩲 frente a las mafias y CIACS 🐍🐦‍⬛",,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
SantezAlejandro,@oco_motora @__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate De verdad que este malandro no conecta sus neuronas adecuadamente. Solo deja ir las tonteras sin razonar. Irresponsable,,"oco_motora, __VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",
LifeLoverGT,Lo bueno lo quiere destruir semilla. Solo sirven para destruir @BArevalodeLeon,,BArevalodeLeon,EmisorasUnidas
EmisorasUnidas,"#AHORA Estudiantes, artistas, docentes y colectivos llevan a cabo conferencia de prensa en las afueras del edificio de Correos. Piden a las autoridades que se integre una mesa de diálogo entre autoridades del Ministerio de Comunicaciones, Cultura y Deportes, Educación y la Municipalidad Capitalina, para buscarle solución al conflicto que se tiene y no afectar las actividades que se realizan en ese inmueble. Gabriel Rodríguez, artista independiente, lee comunicado: | Vía @noel_solis",AHORA,,
PFacticos,"@Yoda_Baganas @deleriv @BArevalodeLeon @santipalomov @DrGiammattei Por mi el hueco corrupto y degenerado hijo de
la gran puta fe Giammattei que se muera o se pudra en una cárcel, culpa de ese maldito y su corrupción hoy nos desgobierna este otro coche homosexual y corrupto, ojalá algún día compartan una celda y se pudran juntos ahí…",,"Yoda_Baganas, deleriv, BArevalodeLeon, santipalomov, DrGiammattei",
