Username,rawTweet,hashtags,mentions,fromUser,clean_tweet,emojis_str,emoji_count
SalQuevedo,@FJimenezmingob @PNCdeGuatemala @GuatemalaGob @BArevalodeLeon @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW ¿Los agüistas para cuándo? @DEAWashingtonDC @EmisorasUnidas,,"FJimenezmingob, PNCdeGuatemala, GuatemalaGob, BArevalodeLeon, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, DEAWashingtonDC, EmisorasUnidas",,fjimenezmingob pncdeguatemala guatemalagob barevalodeleon spguatemala diariodeca agn noticias radio tgw agüistas cuándo deawashingtondc emisorasunidas,,0
arkangelus021,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Valiente periodista vs un ridículo semillero que no sabe que es un "" net center""😂😂😂",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon valiente periodista vs ridículo semillero sabe net center,😂 😂 😂,3
JaJhonnySan,"@BArevalodeLeon Hay puestos de salud aunque no haya personal para atender ni medicinas para dar a los necesitados comenzando por los hospitales que según ni buena atención hay del personal mucho menos medicamentos para los tratamientos en fin, así florece Guatemala",,BArevalodeLeon,,barevalodeleon puestos salud aunque personal atender medicinas dar necesitados comenzando hospitales según buena atención personal menos medicamentos tratamientos fin así florece guatemala,,0
cesa71183,@FJimenezmingob @PNCdeGuatemala @GuatemalaGob @BArevalodeLeon @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW Y a estos mariguanos para cuando 🤡🤡🤣🤣🤣🤣🤣🤣 https://t.co/3WsH2sirCN,,"FJimenezmingob, PNCdeGuatemala, GuatemalaGob, BArevalodeLeon, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW",,fjimenezmingob pncdeguatemala guatemalagob barevalodeleon spguatemala diariodeca agn noticias radio tgw mariguanos,🤡 🤡 🤣 🤣 🤣 🤣 🤣 🤣,8
GarciaDanilo63,@OlsenPsico @BArevalodeLeon Bañalo,,"OlsenPsico, BArevalodeLeon",,olsenpsico barevalodeleon bañalo,,0
MinfinGT,"Los estudiantes hicieron un llamado a sus compañeros para informarse más sobre el manejo de los recursos públicos.

#CulturaFiscalEnAcción
#GuatemalaSaleAdelante 
@jmenkos @BArevalodeLeon @GuatemalaGob https://t.co/rPFmzu2Akr","CulturaFiscalEnAcción, GuatemalaSaleAdelante","jmenkos, BArevalodeLeon, GuatemalaGob",,estudiantes hicieron llamado compañeros informarse manejo recursos públicos culturafiscalenacción guatemalasaleadelante jmenkos barevalodeleon guatemalagob,,0
ivanddeleon3,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Que nivel de desinformación,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",,elquenews bancadasemilla barevalodeleon nivel desinformación,,0
luchopo81993102,"@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 Urgente hubiese Sido que la pta de tu mamá tomara ácido fólico 
Para no parir basura lame qlos como vos jajaja 
Imagínate tener estás basuras de amigos y darle de comer a tus basuritas 
Tus esposa la pondrías en 4 por cumplir https://t.co/5F2mxfaZWd",,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",,elquenews bancadasemilla barevalodeleon urgente sido pta mamá tomara ácido fólico parir basura lame qlos vos jajaja imagínate tener basuras amigos darle comer basuritas esposa pondrías cumplir,,0
Novaspiro22,"@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT ¿No sería mejor brindar las condiciones para que sea atractivo que haya inversión en esa region? 

Así no dependerian del pezcado y podrían salir a pezcar. Es más digno y sostenible. Sobre todo sostenible.",,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt mejor brindar condiciones atractivo inversión region así dependerian pezcado podrían salir pezcar digno sostenible sostenible,,0
cguate2020,@NenucosM81863 @BArevalodeLeon @mingobguate Super super! 💯,,"NenucosM81863, BArevalodeLeon, mingobguate",,barevalodeleon mingobguate super super,💯,1
luchopo81993102,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Liberen al kakas https://t.co/bqB3w53BEo,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",,vadertg barevalodeleon usaidguate congresoguate liberen kakas,,0
Ruff58723096,"@FJimenezmingob @PNCdeGuatemala @GuatemalaGob @BArevalodeLeon @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW ""Álamos"" cuál es el miedo.",,"FJimenezmingob, PNCdeGuatemala, GuatemalaGob, BArevalodeLeon, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW",,fjimenezmingob pncdeguatemala guatemalagob barevalodeleon spguatemala diariodeca agn noticias radio tgw álamos cuál miedo,,0
aacf73,"@doctoraclaudia @BArevalodeLeon Pero y @DrGiammattei #Giammagay y #Miguelpito??? Audios, relaciones promiscuas y clandestinas, hasta juguetes sexuales olvidados en el despacho presidencial. 
Fijo hasta ADN de #MendezRuin, de #Curruptiche y de varios jueces y militares a de haber.
🤮🤮🤮","Giammagay, Miguelpito, MendezRuin, Curruptiche","doctoraclaudia, BArevalodeLeon, DrGiammattei",,doctoraclaudia barevalodeleon drgiammattei giammagay miguelpito audios relaciones promiscuas clandestinas juguetes sexuales olvidados despacho presidencial fijo adn mendezruin curruptiche varios jueces militares haber,🤮 🤮 🤮,3
Esilvar2,@ElQueNews @BancadaSemilla @BArevalodeLeon @AVillagran502 mucha ganence el dinero haciendo algo productivo no con mamadas que hasta verguenza dan.,,"ElQueNews, BancadaSemilla, BArevalodeLeon, AVillagran502",,elquenews bancadasemilla barevalodeleon mucha ganence dinero haciendo productivo mamadas verguenza dan,,0
E_Arreola70,@FJimenezmingob @mingobguate @_SPGuatemala @DTransitoPNC @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon Ha yo pensé que solo así pasaban,,"FJimenezmingob, mingobguate, _SPGuatemala, DTransitoPNC, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",,fjimenezmingob mingobguate spguatemala dtransitopnc diariodeca agn noticias radio tgw guatemalagob barevalodeleon pensé solo así pasaban,,0
angydelacruz123,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Hay no que traumados puta todos tenemos dudas entonces no se puede preguntar porque ya son net Center 🖕,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon traumados puta dudas entonces puede preguntar net center,🖕,1
cesa71183,@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Coman caca llevaron como 50 bolitas y la gente que no cacho ya les tiraba verga 🤣🤣🤣🤣 son bien pajeros otes 🤡🤡🤡,,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt coman caca llevaron bolitas gente cacho tiraba verga bien pajeros otes,🤣 🤣 🤣 🤣 🤡 🤡 🤡,7
eliottello1,@Ricigt1 Señores @BArevalodeLeon  @BancadaSemilla @samuel_pz @PGNguatemala  es necesario expulsar a estas lacras rusotaxiqueños,,"Ricigt1, BArevalodeLeon, BancadaSemilla, samuel_pz, PGNguatemala",,señores barevalodeleon bancadasemilla samuel pz pgnguatemala necesario expulsar lacras rusotaxiqueños,,0
Sayed90001,"@doctoraclaudia @BArevalodeLeon Es que como tenían a un drogo bolo y a un hueco drogo, quieren seguir con esa linea",,"doctoraclaudia, BArevalodeLeon",,doctoraclaudia barevalodeleon drogo bolo hueco drogo quieren seguir linea,,0
pollosdb,@leninfrodriguez @soy_502 @muniguate ahora vendrá a pedirle plata al gobierno para construir sede para la Escuela Municipal (que es una) y el flojo de @BArevalodeLeon como cedió ya... volverá a ceder,,"leninfrodriguez, soy_502, muniguate, BArevalodeLeon",,leninfrodriguez muniguate ahora vendrá pedirle plata gobierno construir sede escuela municipal flojo barevalodeleon cedió volverá ceder,,0
cesa71183,@OlsenPsico @BArevalodeLeon Ahora contá una de vaqueros lamewevos 🖕🫏 https://t.co/bQvSyroiVB,,"OlsenPsico, BArevalodeLeon",,olsenpsico barevalodeleon ahora contá vaqueros lamewevos,🖕 🫏,2
marielanice23,@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Votos votos votos votos https://t.co/fw772fQdqX,,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt votos votos votos votos,,0
cesa71183,@MendiaMariela @BArevalodeLeon Viejita más mierdita 🤣🤣🤣🤣 es un cague de risa https://t.co/j9yUHQuiNi,,"MendiaMariela, BArevalodeLeon",,mendiamariela barevalodeleon viejita mierdita cague risa,🤣 🤣 🤣 🤣,4
guiselabarrios,@__VaderTG @BArevalodeLeon @USAIDGuate @CongresoGuate Fácil… son donaciones como las que ha recibido el MP y muchas otras instituciones.  No hay que ser listo para saber la respuesta,,"__VaderTG, BArevalodeLeon, USAIDGuate, CongresoGuate",,vadertg barevalodeleon usaidguate congresoguate fácil donaciones recibido mp muchas instituciones ser listo saber respuesta,,0
197674A,"@Factor4_GT @BArevalodeLeon necios pues,,, que no entienden que al que tienen que chingar es al alcalde,,,, lo raro es que a puro huevo se quieren quedar ahi",,"Factor4_GT, BArevalodeLeon",,gt barevalodeleon necios pues entienden chingar alcalde raro puro huevo quieren quedar ahi,,0
BenitoC67601310,@Factor4_GT @BArevalodeLeon Arzú para todo tenía soluciones... 🤣🤣🤣 https://t.co/06AYSEiXF2,,"Factor4_GT, BArevalodeLeon",,gt barevalodeleon arzú soluciones,🤣 🤣 🤣,3
Gildamaritza,@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT BOLSA SOLIDARIA CRITICADA,,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt bolsa solidaria criticada,,0
cguate2020,"@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Populismo barato, arreglen los problemas de fondo",,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt populismo barato arreglen problemas fondo,,0
pollosdb,@OttoAReyesEstr2 pues parece que a la @BancadaSemilla y a @BArevalodeLeon y @KarinHerreraVP ya se les olvidó,,"OttoAReyesEstr2, BancadaSemilla, BArevalodeLeon, KarinHerreraVP",,pues parece bancadasemilla barevalodeleon karinherreravp olvidó,,0
EleccTorr,@OlsenPsico @BArevalodeLeon Ita! Tenes alterada la percepción de la realidad 🤣🤣🤣🤣 https://t.co/418UUfiTBd,,"OlsenPsico, BArevalodeLeon",,olsenpsico barevalodeleon ita tenes alterada percepción realidad,🤣 🤣 🤣 🤣,4
emoji_dudoso,@enriquegw8 @UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Primero aprenda a escribir 🤡,,"enriquegw8, UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon primero aprenda escribir,🤡,1
derbestehugo,@Factor4_GT @BArevalodeLeon En 25 años TU MUNI no pudo construir un centro para los estudiantes? Ahora quiere usufructo indefinido por cuántos años más? Al pueblo le sirve más que regrese el servicio público de correos.,,"Factor4_GT, BArevalodeLeon",,gt barevalodeleon años muni pudo construir centro estudiantes ahora quiere usufructo indefinido cuántos años pueblo sirve regrese servicio público correos,,0
Dennisskate1,@CiudadanoComunG @BArevalodeLeon mire a su diputado @samuel_pz  pongan orden por que se le esta saliendo a Raul de las manos.,,"CiudadanoComunG, BArevalodeLeon, samuel_pz",,ciudadanocomung barevalodeleon mire diputado samuel pz pongan orden saliendo raul manos,,0
SpillariRoberto,"@nydiafer @GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Se debe ayudar, lo que hagan ellos no se puede evitar.",,"nydiafer, GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,nydiafer guatemalagob barevalodeleon magaguatemala maynorestradagt debe ayudar hagan puede evitar,,0
csimetropol,@GuatemalaGob @BArevalodeLeon @MagaGuatemala @MaynorEstradaGT Ahora hay que continuar dando. Una sola vez no es funcional.,,"GuatemalaGob, BArevalodeLeon, MagaGuatemala, MaynorEstradaGT",,guatemalagob barevalodeleon magaguatemala maynorestradagt ahora continuar dando sola vez funcional,,0
emoji_dudoso,"@SaraMirandaMl @ElOjoDelCerro @UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Bien por él dice 🙄
Por gente ignorante como usted es que hacen con el país lo que les da la gana 🐑",,"SaraMirandaMl, ElOjoDelCerro, UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,saramirandaml elojodelcerro ubaldomacu mpguatemala santipalomov barevalodeleon bien dice gente ignorante usted hacen país da gana,🙄 🐑,2
MinfinGT,"Se garantiza el traslado de los fondos para el programa de aporte económico para el adulto mayor, pensionados del Estado y veteranos militares. 🇬🇹✅.

#Presupuesto2025
#UnPresupuestoParaLaPoblación
#MinfinSaleAdelante
#GuatemalaSaleAdelante
@jmenkos @BArevalodeLeon @GuatemalaGob https://t.co/WXZLXhOD32","Presupuesto2025, UnPresupuestoParaLaPoblación, MinfinSaleAdelante, GuatemalaSaleAdelante","jmenkos, BArevalodeLeon, GuatemalaGob",,garantiza traslado fondos programa aporte económico adulto mayor pensionados veteranos militares unpresupuestoparalapoblación minfinsaleadelante guatemalasaleadelante jmenkos barevalodeleon guatemalagob,🇬🇹 ✅,2
VeQueDeAhuevo,@BArevalodeLeon mentiroso hijo de puta!,,BArevalodeLeon,DonDieg28700696,barevalodeleon mentiroso hijo puta,,0
DonDieg28700696,"Acéfalo mentiroso, corrupto pero con visa, pues tiene que atender cuando lo llamen sus amos. https://t.co/xp3P4jMzqe",,,,acéfalo mentiroso corrupto visa pues atender llamen amos,,0
victormejiaL10,@FJimenezmingob @PNCdeGuatemala @GuatemalaGob @BArevalodeLeon @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW ¡Seguro ya se ganó su interpelación ministro! 🤣🤣🤣,,"FJimenezmingob, PNCdeGuatemala, GuatemalaGob, BArevalodeLeon, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW",,fjimenezmingob pncdeguatemala guatemalagob barevalodeleon spguatemala diariodeca agn noticias radio tgw seguro ganó interpelación ministro,🤣 🤣 🤣,3
spaceboy88fly,@pollosdb @Codimech1 @Factor4_GT @BArevalodeLeon @muniguate https://t.co/FyTm0KlPYD,,"pollosdb, Codimech1, Factor4_GT, BArevalodeLeon, muniguate",,pollosdb gt barevalodeleon muniguate,,0
spaceboy88fly,@Codimech1 @Factor4_GT @BArevalodeLeon ¿Adivine quien los manda a hacer eso?,,"Codimech1, Factor4_GT, BArevalodeLeon",,gt barevalodeleon adivine manda hacer,,0
Templario_Gt,"@leraovalle @Perico8461 @JLFont001 @concriteriogt @BArevalodeLeon @KarinHerreraVP @karinapazGt @BancadaSemilla @samuel_pz El cambio llevará décadas, la corrupción y la mediocridad en el Estado es profunda, pero pudo empezar a pavimentar el camino enfocándose en lo importante y trabajando duro, se ha perdido en agendas ideológicas absurdas.",,"leraovalle, Perico8461, JLFont001, concriteriogt, BArevalodeLeon, KarinHerreraVP, karinapazGt, BancadaSemilla, samuel_pz",,leraovalle concriteriogt barevalodeleon karinherreravp karinapazgt bancadasemilla samuel pz cambio llevará décadas corrupción mediocridad profunda pudo empezar pavimentar camino enfocándose importante trabajando duro perdido agendas ideológicas absurdas,,0
spaceboy88fly,"@Mynor007 @Factor4_GT @BArevalodeLeon 25 años...

Son más de nueve mil días sin que buscarán una situación digna a los estudiantes.

9,125 días.

Pero para quitarle sus ventas a un vendedor o poner cepos 

20 segundos bastan",,"Mynor007, Factor4_GT, BArevalodeLeon",,gt barevalodeleon años nueve mil días buscarán situación digna estudiantes días quitarle ventas vendedor poner cepos segundos bastan,,0
Abner864673,"@CrticaConstru20 @OlsenPsico @BArevalodeLeon Ese bloqueo no fue por eso imbécil, solo repetís lo que escuchas de los mismos medios que críticas.",,"CrticaConstru20, OlsenPsico, BArevalodeLeon",,olsenpsico barevalodeleon bloqueo imbécil solo repetís escuchas mismos medios críticas,,0
AlExAnDeR8928,@Albertologos el manual de @BArevalodeLeon jajajajajaja,,"Albertologos, BArevalodeLeon",,albertologos manual barevalodeleon jajajajajaja,,0
spaceboy88fly,"@Factor4_GT @BArevalodeLeon Gentes: un edificio no hace a un artista.

Los verdaderos artistas son los que ustedes niegan, los que tienen que sobrevivir en la calle, en la miseria, en el hambre. Los denigran y los ignoran y aún así se montan en sus logros.

El arte está en la calle.",,"Factor4_GT, BArevalodeLeon",,gt barevalodeleon gentes edificio hace artista verdaderos artistas ustedes niegan sobrevivir calle miseria hambre denigran ignoran aún así montan logros arte calle,,0
BrenerGamez,@BArevalodeLeon debe somatar la mesa en su @BancadaSemilla  desgastes como los de @raulbarreragt  están llegando a un descontento muy grande  de la población con la bancada. Y no hay que  filosofar como Raúl para darse cuenta de eso !!,,"BArevalodeLeon, BancadaSemilla, raulbarreragt",,barevalodeleon debe somatar mesa bancadasemilla desgastes raulbarreragt llegando descontento grande población bancada filosofar raúl darse cuenta,,0
Aida23856800,"@MendiaMariela @VicenteCarrera_ @BArevalodeLeon Muy bien dicho, respeto es lo que merece Arévalo y personas dispuestas a colaborar,   Adelante Presidente somos muchos los que confiamos en usted",,"MendiaMariela, VicenteCarrera_, BArevalodeLeon",,mendiamariela vicentecarrera barevalodeleon bien dicho respeto merece arévalo personas dispuestas colaborar adelante presidente confiamos usted,,0
